prefix,input_text,target_text
TASD,Carafe d'eau demandé deux fois avant de l'avoir.,The review expressed negative opinion on service general for NULL
TASD,Petit plus : Un serveur nous a offert un apéritif.,The review expressed positive opinion on service general for serveur
TASD,"Mais à une attitude un peu deplacé, limite gênante d'un dragueur grossier.",The review expressed negative opinion on service general for NULL
TASD,"Cela peut plaire à certaine personne, mais notre table en a été dérangé.",The review expressed negative opinion on service general for NULL
TASD,Ce restaurant se situe dans une rue piétonne dédiée aux touristes de masse et est entouré d'autres restaurants du même acabit.,"The review expressed negative opinion on location general for rue piétonne , negative opinion on restaurant general for restaurant"
TASD,L'animation y est pénible et bruyante et ne correspond pas au genre d'établissement que nous recherchions.,The review expressed negative opinion on ambience general for animation
TASD,"La nourriture y est plus que médiocre ( poisson brûlé, plat de moules sans saveur, desserts insipides ) et de plus un service inexistant plus une addition plus que salée.","The review expressed negative opinion on food quality for nourriture , negative opinion on food quality for poisson , negative opinion on food quality for plat de moules , negative opinion on food quality for desserts , negative opinion on service general for service , negative opinion on restaurant prices for NULL"
TASD,Le service dans ce bistro plus que typique parisien est agréablement bon.,"The review expressed neutral opinion on restaurant miscellaneous for bistro , positive opinion on service general for service"
TASD,"Les plats sont décevants, trop gras avec un goût pas agréable.",The review expressed negative opinion on food quality for plats
TASD,Les prix comme on peut se l'imaginer dans ce type d'établissement pas trop élevés mais quand même trop pour la qualité servi.,"The review expressed negative opinion on food quality for NULL , negative opinion on restaurant prices for NULL"
TASD,Tout a été mauvais.,The review expressed negative opinion on restaurant general for NULL
TASD,"En commençant par les escargots tièdes et minuscules, l'entre côté pleine de veines sans goût et Sans texture.","The review expressed negative opinion on food quality for escargots , negative opinion on food style_options for escargots , negative opinion on food quality for entre côté"
TASD,Les serveuses totalement absentes et incompétente et le responsable aveugle a tout ca.,The review expressed negative opinion on service general for serveuses
TASD,Quelle blague et pour finir une addition de 75€ alors que je n'ai rien pu manger !,"The review expressed negative opinion on restaurant prices for NULL , negative opinion on food quality for NULL , negative opinion on restaurant general for NULL"
TASD,A éviter comme la peste,The review expressed negative opinion on restaurant general for NULL
TASD,"Petit restaurant typiquement parisien, mais les plats sont délicieux !","The review expressed neutral opinion on restaurant miscellaneous for restaurant , positive opinion on food quality for plats"
TASD,"Entrée au chèvre chaud, suivi d'un magret de canard miel/citron accompagné de pommes sautées, un vrai délice !","The review expressed positive opinion on food quality for Entrée , positive opinion on food quality for magret de canard"
TASD,Leur cave est également excellente !,The review expressed positive opinion on drinks quality for cave
TASD,Bref une adresse à mémoriser et où je retournerais !,The review expressed positive opinion on restaurant general for adresse
TASD,Choix du buffet très restreint.,The review expressed negative opinion on food style_options for buffet
TASD,Nourriture tiède.,The review expressed negative opinion on food quality for Nourriture
TASD,Accueil Moyen.,The review expressed negative opinion on service general for Accueil
TASD,Globalement Moyen ...,The review expressed negative opinion on restaurant general for NULL
TASD,Choix de dessert quasi inexistant.,The review expressed negative opinion on food style_options for dessert
TASD,À volonté c'est beaucoup dire.,The review expressed negative opinion on food style_options for NULL
TASD,L endroit est sympa mais le service du personnel n était pas au rendez vous,"The review expressed positive opinion on ambience general for endroit , negative opinion on service general for service"
TASD,La nourriture est moyenne,The review expressed negative opinion on food quality for nourriture
TASD,Le choix est limité (idéal pour les petits appétits ),The review expressed neutral opinion on food style_options for NULL
TASD,Pas de viennoiserie pour un brunch pas top même si le concept est américain on est en France et le minimum aurait été un croissant,The review expressed negative opinion on food style_options for brunch
TASD,Le personnel ne surveille pas vos assiettes et l on est obligé d insister pour se faire servir,The review expressed negative opinion on service general for personnel
TASD,Le seul point positif est le chocolat chaud,The review expressed positive opinion on drinks quality for chocolat chaud
TASD,"Jolie déco, bonne musique, nourriture d'un rapport qualité/prix correcte...un établissement qui serait des plus agréables si le service n'était pas détestable et tout sauf professionnel :","The review expressed positive opinion on ambience general for déco , positive opinion on ambience general for musique , neutral opinion on food prices for nourriture , positive opinion on restaurant general for établissement , negative opinion on service general for service , neutral opinion on food quality for nourriture"
TASD,- Un chef de rang mal aimable qui vous donne l'impression de déranger après avoir à peine poser un pied dans l'établissement,The review expressed negative opinion on service general for chef de rang
TASD,- Des serveuses/serveurs sous pression (y compris en tout début de service lorsque l'endroit est quasi-vide) et d'une impolitesse rare,The review expressed negative opinion on service general for serveuses/serveurs
TASD,- Mention spécial au barman qui semble être la seule personne sympathique de l'endroit,The review expressed positive opinion on service general for barman
TASD,"En bref, la qualité du service est un comble pour un établissement mettant en avant ses influences new-yorkaise!","The review expressed negative opinion on service general for service , neutral opinion on restaurant miscellaneous for établissement"
TASD,"Après une 4ème visite et un constat identique, je n'y remettrais plus les pieds!",The review expressed negative opinion on restaurant general for NULL
TASD,"Disons le clairement, il s'agit de notre restaurant préféré à Paris!",The review expressed positive opinion on restaurant general for restaurant
TASD,Nous y avons été 5 ou 6 fois déjà et à chaque fois nous nous sommes régalés pour un prix très raisonnable compte tenu de la qualité et du fait que nous sommes à Paris.,"The review expressed positive opinion on food quality for NULL , positive opinion on food prices for NULL"
TASD,Jeudi dernier nous avons particulièrement apprécié l'échine de cochon confite avec ses gnocchis (les meilleures que j'ai été amené à goûter) et ses girolles.,"The review expressed positive opinion on food quality for échine de cochon confite , positive opinion on food quality for gnocchis"
TASD,"En dessert, en plus de l'incontournable tarte au citron servie autrement, nous nous sommes également régalés avec la brioche perdue...Superbe!","The review expressed positive opinion on food quality for tarte au citron servie autrement , positive opinion on food quality for brioche perdue"
TASD,"Bref, dès que nous avons une occasion à fêter, nous allons dans ce restaurant.",The review expressed positive opinion on restaurant general for restaurant
TASD,"Dernier point, la salle est sobre et de bon goût!",The review expressed positive opinion on ambience general for salle
TASD,tout était très bien : accueil - déco - repas !,"The review expressed positive opinion on service general for accueil , positive opinion on ambience general for déco , positive opinion on food quality for repas"
TASD,tous les ingrédients sont réunis pour passer une très bonne soirée !,The review expressed positive opinion on restaurant general for NULL
TASD,tarif très abordable - j'ai déjà très envie d'y retourner pour faire découvrir notre coup de coeur à nos amis !!,"The review expressed positive opinion on restaurant prices for NULL , positive opinion on restaurant general for NULL"
TASD,Une grande déception!,The review expressed negative opinion on restaurant general for NULL
TASD,"La carte annonce des plats frais et savoureux et nous avons malheureusement eu des mets quelconques, voir très passables à des tarifs dépassant la prestation.","The review expressed negative opinion on food quality for mets , negative opinion on restaurant prices for NULL , positive opinion on food style_options for carte"
TASD,Je vous le déconseille...,The review expressed negative opinion on restaurant general for NULL
TASD,"Le service est médiocre , la nourriture mauvaise et la note est trés haute .","The review expressed negative opinion on service general for service , negative opinion on food quality for nourriture , negative opinion on restaurant prices for NULL"
TASD,A éviter .,The review expressed negative opinion on restaurant general for NULL
TASD,"Un petit bistrot de quartier sympa, on y mange bien et le service est agréable.","The review expressed positive opinion on restaurant general for bistrot , positive opinion on food quality for NULL , positive opinion on service general for service"
TASD,"Plats de bistrot classiques, pour des prix ""parisiens"" (15-20 euros).","The review expressed neutral opinion on food style_options for Plats , neutral opinion on food prices for NULL"
TASD,"Allez y si vous vivez dans le quartier, ou le midi où les formules sont plus abordables.",The review expressed positive opinion on food prices for formules
TASD,"La terrasse pendant l'été est très sympa et assez spacieuse, idéal pour boire un verre.",The review expressed positive opinion on ambience general for terrasse
TASD,Le seul point fort c'est la terrasse.,The review expressed positive opinion on ambience general for terrasse
TASD,Très agréable.,The review expressed positive opinion on ambience general for NULL
TASD,Service quasiment inexistant.,The review expressed negative opinion on service general for Service
TASD,Mais où vont-ils donc chercher leurs serveuses et serveurs.,The review expressed negative opinion on service general for serveuses et serveurs
TASD,Aucun professionnalisme.,The review expressed negative opinion on service general for NULL
TASD,Le congelé règne en maître.,The review expressed negative opinion on food quality for NULL
TASD,La fraîcheur douteuse.Desserts industriels.,"The review expressed negative opinion on food quality for NULL , negative opinion on food quality for Desserts"
TASD,Uniquement pour prendre un verre en terrasse et dîner AILLEURS.,The review expressed negative opinion on restaurant general for NULL
TASD,"Petite brasserie, carte sympa et bien achalandée, les serveurs ne sont pas très sympathiques, rendement avant tout.","The review expressed positive opinion on food style_options for carte , negative opinion on service general for serveurs , negative opinion on restaurant miscellaneous for NULL"
TASD,"Le plat du jour est correctement servi, le gratin sent l'ail a 3 mètres.","The review expressed neutral opinion on food quality for plat du jour , negative opinion on food quality for gratin"
TASD,Un verre de vin servi presque gelé.,The review expressed negative opinion on drinks quality for verre de vin
TASD,"Le spaguetti carbonara qui baigne dans la crème complètement liquide, l'accueil pas très agréable, je n'y retournerais pas.","The review expressed negative opinion on food quality for spaguetti carbonara , negative opinion on food quality for crème , negative opinion on service general for accueil , negative opinion on restaurant general for NULL"
TASD,tant par la qualité des mets que par l'accueil;,"The review expressed negative opinion on food quality for mets , negative opinion on service general for accueil"
TASD,"En résumé, si vous pouvez éviter ce piège à touristes n'hésitez pas.",The review expressed negative opinion on restaurant general for NULL
TASD,"Dans ce quartier très touristique, ce petit restaurant sans prétention propose des plats peu onéreux et même une formule menu très accessible.","The review expressed neutral opinion on restaurant miscellaneous for restaurant , positive opinion on food prices for plats , positive opinion on food prices for formule menu , neutral opinion on location general for quartier"
TASD,Certes il ne s'agit pas de grande cuisine mais le rapport qualité/prix est tout à fait honnête.,"The review expressed neutral opinion on food quality for cuisine , positive opinion on food prices for NULL"
TASD,Un excellent emplacement avec un fort potentiel mais tout a été nul.,"The review expressed positive opinion on location general for emplacement , negative opinion on restaurant general for NULL"
TASD,"Énorme attente pour prendre la commande et quand le serveur vient enfin, il prend la commande des derniers arrivés.","The review expressed negative opinion on service general for attente , negative opinion on service general for serveur"
TASD,Longue attente encore pour avoir ses boissons.,The review expressed negative opinion on service general for attente
TASD,"Serveurs pas aimables du tout, aucune classe.",The review expressed negative opinion on service general for Serveurs
TASD,"Vu la lenteur pour qu'un serveur vienne jusqu'à nous, nous nous sommes dirigés vers les caisses pour payer.",The review expressed negative opinion on service general for serveur
TASD,Un des serveurs a été rapide cette fois ci en venant vers nous car il avait l'air de penser qu'on allait partir sans payer.,The review expressed negative opinion on service general for serveurs
TASD,Il nous a jeté un regard peu appréciable.,The review expressed negative opinion on service general for NULL
TASD,Vraiment le service aura été horrible du début jusqu'à la fin et ceux pour la plupart des clients qui étaient installés autour de nous.,The review expressed negative opinion on service general for service
TASD,Fuyezzzz,The review expressed negative opinion on restaurant general for NULL
TASD,"Ils nous ont donné le mauvais plat, ensuite quand ils l'ont changé, le plat était froid.","The review expressed negative opinion on service general for NULL , negative opinion on food quality for plat"
TASD,"On a commandé un moelleux au chocolat, un plat généralement difficile a rater, mais il était pas moelleux et il avait pas de goût.",The review expressed negative opinion on food quality for moelleux au chocolat
TASD,"Service de tres bonne qualité, restaurant agreable et cuisine delicieuse !","The review expressed positive opinion on service general for Service , positive opinion on ambience general for restaurant , positive opinion on food quality for cuisine"
TASD,"Les produits sont frais et de saison, cest un regal !",The review expressed positive opinion on food quality for produits
TASD,Jy retournerai a coup sur pour decouvrir les autres plats de la carte.,The review expressed positive opinion on restaurant general for NULL
TASD,Nous sommes allés diner dans ce restaurant à l'improviste nous y retournerons sans souci !,The review expressed positive opinion on restaurant general for restaurant
TASD,Très bonne carte avec des plats simples mais recherchés.,The review expressed positive opinion on food style_options for carte
TASD,Les serveurs sont vraiment très sympa et accueillant.,The review expressed positive opinion on service general for serveurs
TASD,Un délice dans ce quartier ou beaucoup de restaurants sont des pièges à touristes.,The review expressed positive opinion on restaurant general for NULL
TASD,Je recommande vivement!,The review expressed positive opinion on restaurant general for NULL
TASD,"J'y viens souvent le midi, crèpes excellentes et très grands choix.","The review expressed positive opinion on food quality for crèpes , positive opinion on food style_options for crèpes"
TASD,Les galettes sont savoureuses et à prix très raisonnables.,"The review expressed positive opinion on food quality for galettes , positive opinion on food prices for galettes"
TASD,Service sympathique.,The review expressed positive opinion on service general for Service
TASD,"rien de transcendant; rapport qualité prix à peine moyen, ils sont tous comme ça dans la rue.","The review expressed neutral opinion on restaurant prices for NULL , neutral opinion on restaurant general for NULL"
TASD,"propreté limite, toilettes à éviter.",The review expressed negative opinion on restaurant miscellaneous for NULL
TASD,ne pas hésiter à faire quelques centaines de mètres supplémentaires.,The review expressed negative opinion on restaurant general for NULL
TASD,"Très bon accueil, carte de brasserie complète, bon rapport qualité prix, cadre agréable.","The review expressed positive opinion on service general for accueil , positive opinion on food style_options for carte , positive opinion on restaurant prices for NULL , positive opinion on ambience general for cadre , positive opinion on restaurant general for NULL"
TASD,"Service très sympathique et efficace, nous avons été servi en moins de 10min un vendredi soir à 20h.",The review expressed positive opinion on service general for Service
TASD,"Qualité des plats très correcte, ma pièce du boucher était très bonne et tendre, et ma panna cotta délicieuse.","The review expressed positive opinion on food quality for plats , positive opinion on food quality for pièce du boucher , positive opinion on food quality for panna cotta"
TASD,Evidemment ce n'est pas un resto gastronomique mais ce n'est pas ce qu'on lui demande!,The review expressed neutral opinion on restaurant general for resto
TASD,"Des produits simples mais bons (oeufs au plat, tomates rôties et bacon), puis cheesecake maison réussi.","The review expressed positive opinion on food quality for produits , positive opinion on food quality for cheesecake"
TASD,Le bémol fut l'attente et les serveurs sympathiques mais un peu dépassés,"The review expressed negative opinion on service general for serveurs , negative opinion on service general for attente"
TASD,"Repas de qualité et fait maison, très bon rapport qualité prix, juste à côté de la tour eiffel.","The review expressed positive opinion on food quality for Repas , positive opinion on food prices for NULL , positive opinion on location general for tour eiffel"
TASD,Accueil très sympathique.,The review expressed positive opinion on service general for Accueil
TASD,J'ai tendance à avoir des apprioris sur les repas dans les brasseries mais la nous avons été satisfait.,The review expressed positive opinion on food quality for repas
TASD,"Cuisine surgelée, de mauvaise qualité.",The review expressed negative opinion on food quality for Cuisine
TASD,Mauvaise cuisson des aliments.,The review expressed negative opinion on food quality for aliments
TASD,Pas de responsable dans le restaurant pour répondre à nos demandes.,The review expressed negative opinion on service general for NULL
TASD,Toutefois le service est très agréable,The review expressed positive opinion on service general for service
TASD,J'ai adoré ce restaurant!,The review expressed positive opinion on restaurant general for restaurant
TASD,"Petit et chaleureux, nous avons super bien mangé!","The review expressed positive opinion on ambience general for NULL , positive opinion on food quality for NULL"
TASD,"Le service était au TOP, l'accueil génial, notre plat excellent!","The review expressed positive opinion on service general for service , positive opinion on service general for accueil , positive opinion on food quality for plat"
TASD,Je le recommande à tout le monde!,The review expressed positive opinion on restaurant general for NULL
TASD,"Nous nous sommes arrêtés par hasard devant le restaurant, qui ne paye pas de mine de l'extérieur.",The review expressed negative opinion on ambience general for restaurant
TASD,Quelle bonne surprise !,The review expressed positive opinion on restaurant general for NULL
TASD,"Des produits, frais, joliment présentés et très bons.","The review expressed positive opinion on food quality for produits , positive opinion on food style_options for produits"
TASD,"L'ensemble faisait preuve d'originalité sans être prétentieux, pour une somme très correcte.","The review expressed positive opinion on restaurant prices for NULL , positive opinion on restaurant miscellaneous for NULL , positive opinion on food style_options for NULL"
TASD,Les tarifs sont au dessus de la moyenne Parisienne au regard de la prestation tout aussi banale.,"The review expressed negative opinion on restaurant prices for NULL , negative opinion on restaurant general for NULL"
TASD,Le bémol significatif comme d autres l ont confirmé en amont dans les commentaires : l accueil et le service....PAS UN SOURIRE.,"The review expressed negative opinion on service general for accueil , negative opinion on service general for service"
TASD,.. servi avec un lance pierre !,The review expressed negative opinion on service general for NULL
TASD,Pas un merci ... quelle tristesse.,The review expressed negative opinion on service general for NULL
TASD,Alors en cas d'absolue nécessité uniquement pour la survie sinon cherchez dans les abords immédiats.,The review expressed negative opinion on restaurant general for NULL
TASD,Pour rencontrer des gens beaucoup plus sympas.,The review expressed negative opinion on ambience general for NULL
TASD,Une catastrophe à éviter absolument.,The review expressed negative opinion on restaurant general for NULL
TASD,"Nous y sommes allés avant un spectacle, les serveurs sont débordés et désagréables, un vrai cliché parisien!",The review expressed negative opinion on service general for serveurs
TASD,Un serveur qui avait servi deux fois la commande à une table voisine a juste crié sur ses clientes.,The review expressed negative opinion on service general for serveur
TASD,"Quant à nous, notre passage par les toilettes était mémorable, une heure d'attente (salle géante, 4 toilettes pour tout le monde, bien joué), une odeur nauséabonde et franchement une propreté plus que limite.",The review expressed negative opinion on restaurant miscellaneous for NULL
TASD,"Ensuite, remontant dans la salle, un serveur énervé de nous entendre dire ""il n'y a pas de serviettes pour s'essuyer les mains en bas"" fait un croche-patte à mon mari, qui manque de s'étaler de tout son long par terre.",The review expressed negative opinion on service general for serveur
TASD,Une agression inutile qui nous a gaché la soirée.,The review expressed negative opinion on service general for NULL
TASD,"Bref, nous n'y retournerons jamais.",The review expressed negative opinion on restaurant general for NULL
TASD,Ambiance et cadre très sympa!,"The review expressed positive opinion on ambience general for Ambiance , positive opinion on ambience general for cadre"
TASD,"Mais surtout des produits frais, enfin de vraies frites qui ne baignent pas dans l'huile, de la salade fraiche et un bon petit dessert!!","The review expressed positive opinion on food quality for produits , positive opinion on food quality for frites , positive opinion on food quality for salade , positive opinion on food quality for dessert"
TASD,Très bon rapport qualité prix!,"The review expressed positive opinion on food prices for NULL , positive opinion on food quality for NULL"
TASD,Le seul bon point le cadre très sympa.,The review expressed positive opinion on ambience general for cadre
TASD,Même en pleine hiver nous avons pu manger en terrasse grâce au chauffage extérieur.,The review expressed positive opinion on ambience general for terrasse
TASD,"Sinon c'est simple tout ce qui n'est pas préparer est bon, le reste sans saveur.",The review expressed negative opinion on food quality for NULL
TASD,Cocktail trop sucré vs bon vin.,"The review expressed negative opinion on drinks quality for Cocktail , positive opinion on drinks quality for vin"
TASD,Plateau de fromage charcuterie très bon vs Bruchetas et pâte sans goût.,"The review expressed positive opinion on food quality for Plateau de fromage charcuterie , negative opinion on food quality for Bruchetas , negative opinion on food quality for pâte"
TASD,"Mais surtout le pire nos plats sont arrivés avant l'entrée, nous avons donc signalé que nous n'avions pas eu l'entrée.",The review expressed negative opinion on service general for NULL
TASD,Nos entrée sont donc arrivées puis nos plats après une très longue attente alors que c'était les assiettes arrivées trop tôt qu'ils ont réchauffées... Des pâtes froides au dessus et qui fument en dessous = micro-onde.,"The review expressed negative opinion on service general for attente , negative opinion on food quality for pâtes"
TASD,Un pain qui sut de l'eau = micro onde.,The review expressed negative opinion on food quality for pain
TASD,Ils n'ont donc pas pris la peine de refaire nos assiettes.,The review expressed negative opinion on service general for NULL
TASD,Bref les plats préparés ne sont pas bon et ils se moquent des clients.,"The review expressed negative opinion on food quality for plats préparés , negative opinion on restaurant general for NULL"
TASD,"Cuisine très quelconque dans un cadre pourtant ""bon chic bon genre"".","The review expressed negative opinion on food quality for Cuisine , neutral opinion on ambience general for cadre"
TASD,Les vins y sont très chers.,The review expressed negative opinion on drinks prices for vins
TASD,Le maître d'hôtel méprisant et grossier.,The review expressed negative opinion on service general for maître d'hôtel
TASD,A fuir absolument !,The review expressed negative opinion on restaurant general for NULL
TASD,Nous y sommes allé hier soir et nous avons été plus que déçus..,The review expressed negative opinion on restaurant general for NULL
TASD,"Service lamentable, viandes médiocres et note très salée!","The review expressed negative opinion on service general for Service , negative opinion on food quality for viandes , negative opinion on restaurant prices for NULL"
TASD,A éviter de toute urgence!,The review expressed negative opinion on restaurant general for NULL
TASD,Si vous voulez vous régaler de la mise en bouche au dessert n'hésitez pas à pousser la porte et de demander une table à l'étage.,The review expressed positive opinion on food quality for NULL
TASD,Pour les connaisseurs en dessert il faut surtout prendre le mille fleuilles au fruit rouge.,The review expressed positive opinion on food quality for mille fleuilles au fruit rouge
TASD,"Vous ne pouvez pas lècher l'assiette car cela ne se fait pas, mais vous avez beaucoup de regret que votre dessert soit terminer.",The review expressed positive opinion on food quality for dessert
TASD,"Ne pas se fier à l'entrée vide, tout se passe à l'étage.",The review expressed positive opinion on ambience general for NULL
TASD,"Belle déco, faible éclairage, accueil décontracté.","The review expressed positive opinion on ambience general for déco , neutral opinion on ambience general for éclairage , positive opinion on service general for accueil"
TASD,Le service est rapide.,The review expressed positive opinion on service general for service
TASD,"Les petites quantités des entrées sont frustrantes, car les saveurs sont excellentes mais elles sont bien dosées pour arriver jusqu'au dessert.","The review expressed negative opinion on food style_options for entrées , positive opinion on food quality for NULL , positive opinion on food style_options for NULL"
TASD,Les produits sont de saison.,The review expressed positive opinion on food quality for produits
TASD,Le chef maîtrise les mélanges de goûts et de textures.,The review expressed positive opinion on food quality for NULL
TASD,Cela manque peut-être un peu d'originalité mais on se régale tout de même.,"The review expressed negative opinion on food style_options for NULL , positive opinion on food quality for NULL"
TASD,"Une bonne cuisine Française dans ce restaurant, un lieu très chaleureux, un bon service que demander de plus?","The review expressed positive opinion on service general for service , positive opinion on food quality for cuisine Française , positive opinion on ambience general for lieu"
TASD,Je retournerais avec un grand plaisir dans ce restaurant.,The review expressed positive opinion on restaurant general for restaurant
TASD,Brasserie parisienne de quartier ni plus ni moins.,The review expressed neutral opinion on restaurant miscellaneous for Brasserie parisienne
TASD,Les plats sont corrects tout comme le service et l'ambiance.,"The review expressed neutral opinion on service general for service , neutral opinion on ambience general for ambiance , neutral opinion on food quality for plats"
TASD,Rien de négatif à dire sur ce restaurant mais il ne sort pas de l'ordinaire.,The review expressed neutral opinion on restaurant general for restaurant
TASD,"Deco pas mal, musique pour les 30/40 ans assez sympa.","The review expressed positive opinion on ambience general for Deco , neutral opinion on ambience general for musique"
TASD,Bons cocktails et barman très sympa.,"The review expressed positive opinion on drinks quality for cocktails , positive opinion on service general for barman"
TASD,"Choix de plats très classique, et qualité des plats médiocre.","The review expressed negative opinion on food quality for plats , neutral opinion on food style_options for plats"
TASD,"Service très perfectible (lent, et mal organisé).",The review expressed negative opinion on service general for Service
TASD,Je n'y retournerai pas sauf pour prendre un verre je pense.,The review expressed negative opinion on restaurant general for NULL
TASD,"Le restaurant est très bien situé, proche du Sacré Coeur.","The review expressed positive opinion on location general for Sacré Coeur , positive opinion on location general for restaurant"
TASD,Le service n'est pas très agréable mais est rapide !,"The review expressed positive opinion on service general for service , negative opinion on service general for service"
TASD,La pizza capricioza était bonne mais pas exceptionnel.,The review expressed neutral opinion on food quality for pizza capricioza
TASD,"Pour la salade, mon ami avait pris une salade, le prix était un peu élevé pour une salade verte et 2 tranches de jambon sous vide.","The review expressed negative opinion on food prices for salade , negative opinion on food quality for salade"
TASD,Bel endroit !,The review expressed positive opinion on restaurant general for endroit
TASD,Entrées a partager : tres bonnes !,The review expressed positive opinion on food quality for Entrées
TASD,Par contre les plats : attention !,The review expressed negative opinion on food quality for plats
TASD,Portions ridicules!,The review expressed negative opinion on food style_options for Portions
TASD,Et donc super cher pour ce que c'est !,The review expressed negative opinion on restaurant prices for NULL
TASD,"Et gout , pas du tout a la hauteur du prix !","The review expressed negative opinion on food quality for NULL , negative opinion on food prices for NULL"
TASD,Decevant coté cuisine !,The review expressed negative opinion on food quality for cuisine
TASD,"Comment peut-on dire cuisine maison avec ces asperges en boite ,son boeuf bourguignon rempli de bas morceaux .....ces escargots decongeles etc ...cuisine française vraiment?","The review expressed negative opinion on food quality for NULL , negative opinion on food quality for asperges , negative opinion on food quality for boeuf bourguignon , negative opinion on food quality for escargots , negative opinion on food quality for NULL"
TASD,"j'y suis venue par hasard avec mon fils et n'y mettrais plus les pieds malheureusement des étrangers sont venus eux aussi ,les pauvres !! l'accueil est médiocre et les prix bien trop eleves pour la qualité.","The review expressed negative opinion on restaurant general for NULL , negative opinion on service general for accueil , negative opinion on restaurant prices for NULL , negative opinion on restaurant general for NULL"
TASD,A bannir absolument.,The review expressed negative opinion on restaurant general for NULL
TASD,"C'était pas mal mais malgré leur originalité et leur belle présentation, j'ai été un peu déçu par les plats : artichauts en boîte (les boîtes sont en bas de l'escalier...), viande un peu trop cuite, vins chers.","The review expressed negative opinion on food quality for plats , negative opinion on food quality for viande , negative opinion on food quality for artichauts , negative opinion on drinks prices for vins , positive opinion on restaurant general for NULL , positive opinion on food style_options for plats"
TASD,"Ceci dit, la bonne humeur de la serveuse et la présentation des plats rattrapent un peu cet avis mitigé.","The review expressed positive opinion on service general for serveuse , positive opinion on food style_options for plats"
TASD,"Cela fait plusieurs fois qu'on y vient et on n'est jamais déçus, ni les proches qu'on y amène.",The review expressed positive opinion on restaurant general for NULL
TASD,Leur couscous est vraiment excellent.,The review expressed positive opinion on food quality for couscous
TASD,"Les boulettes sont délicieuses, les brochettes d'agneau également.","The review expressed positive opinion on food quality for boulettes , positive opinion on food quality for brochettes d'agneau"
TASD,"La suggestion du chef change régulièrement et la dernière en date, couscous méchoui est particulièrement bonne.","The review expressed neutral opinion on food style_options for suggestion du chef , positive opinion on food quality for couscous méchoui"
TASD,"Pour ne rien gâcher, le cadre est agréable et le service attentionné.","The review expressed positive opinion on ambience general for cadre , positive opinion on service general for service"
TASD,A tester absolument et venez en ayant très très faim !,The review expressed positive opinion on restaurant general for NULL
TASD,Les tapas sont excellents...La charcuterie est de qualité aussi.,"The review expressed positive opinion on food quality for charcuterie , positive opinion on food quality for tapas"
TASD,Tout nous a donné envie...Rien à dire!,The review expressed positive opinion on food quality for NULL
TASD,Service agréable qui plus est.,The review expressed positive opinion on service general for Service
TASD,Bonne petite adresse!,The review expressed positive opinion on restaurant general for adresse
TASD,Ni brasserie ni restaurant.,The review expressed neutral opinion on restaurant general for NULL
TASD,Un simple café de quartier qui s'improvise restaurateur.,The review expressed negative opinion on restaurant general for café
TASD,Des salades insipides et des plats réchauffés (mal).,"The review expressed negative opinion on food quality for salades , negative opinion on food quality for plats"
TASD,Carte des vins inexistante.,The review expressed negative opinion on drinks style_options for vins
TASD,Desserts industriels.,The review expressed negative opinion on food quality for Desserts
TASD,"On a l'impression que tout est improvisé, qu'il n'y a pas de compétence ni au niveau accueil, ni au niveau service, ni au niveau cuisine (plats surgelés).","The review expressed negative opinion on service general for accueil , negative opinion on service general for service , negative opinion on food quality for cuisine , negative opinion on food quality for plats , negative opinion on restaurant general for NULL"
TASD,Ambiance sonore beaucoup trop élevée pour un restaurant.,The review expressed negative opinion on ambience general for Ambiance
TASD,"Dommage pour eux, on n'a pas envie de renouveler l'expérience.",The review expressed negative opinion on restaurant general for NULL
TASD,"la pire expérience culinaire de Paris, avec une addition astronomique : ravioles de homard à 20 euros ( les ravioles devaient avoir au moins 3 jours) puis dos de cabillaud pas cuit sur veilles pommes de terre, assorti de roquette pas fraiche à 47 euros.","The review expressed negative opinion on restaurant prices for NULL , negative opinion on restaurant general for NULL , negative opinion on food quality for ravioles de homard , negative opinion on food prices for ravioles de homard , negative opinion on food quality for dos de cabillaud , negative opinion on food quality for pommes de terre , negative opinion on food quality for roquette , negative opinion on food prices for dos de cabillaud"
TASD,Nous n'avons pas pris de dessert.,The review expressed negative opinion on restaurant general for NULL
TASD,La décoration est horrible.,The review expressed negative opinion on ambience general for décoration
TASD,a proscrire !,The review expressed negative opinion on restaurant general for NULL
TASD,"Accueil très froid, la patronne est très antipathique et agressive.","The review expressed negative opinion on service general for Accueil , negative opinion on service general for patronne"
TASD,On avait l'impression de la déranger en demandant de la mayonnaise ou de la moutarde.,The review expressed negative opinion on service general for NULL
TASD,"Le pavé de rumsteack commandé à point était trop cuit, on a trouvé un cheveu dans un hamburger ce qui n'a pas semblé les choquer.","The review expressed negative opinion on food quality for pavé de rumsteack , negative opinion on restaurant miscellaneous for NULL"
TASD,Le rosé était tiède.,The review expressed negative opinion on drinks quality for rosé
TASD,Nous n'y retournerons pas et ne leur ferons pas de publicité,The review expressed negative opinion on restaurant general for NULL
TASD,Manifestement ce restaurant a préféré tout miser sur le cadre au détriment de la cuisine !,"The review expressed positive opinion on ambience general for cadre , negative opinion on food quality for cuisine"
