input_text_ids,input_text,target_text,prefix
1413697:2,The place is so cool and the service is prompt and curtious .,"The review expressed opinion on [service general], opinion on [ambience general]",AD
1413697:3,I highly recommend to anyone to give this place a try .,The review expressed opinion on [restaurant general],AD
1413697:4,You will find yourself returning quite often .,The review expressed opinion on [restaurant general],AD
1417496:0,A restaurant that doesn ' t try to do anything except serve great food with great service in a pleasant atmosphere .,"The review expressed opinion on [service general], opinion on [food quality], opinion on [ambience general]",AD
1417496:1,No gimmicks here - - the food speaks for itself in its freshness and preparation .,The review expressed opinion on [food quality],AD
1417496:2,The dining room is quietly elegant with no music to shout over - - how refreshing !,The review expressed opinion on [ambience general],AD
1417496:3,"The service was impeccable and unobtrusive - - the staff knows what they are there to do - - to know their menu , present your meal , and attend to your needs .","The review expressed opinion on [service general], opinion on [service general]",AD
1417496:4,"Looking around , I saw a room full of New Yorkers enjoying a real meal in a real restaurant , not a clubhouse of the fabulous trying to be seen .","The review expressed opinion on [food quality], opinion on [ambience general]",AD
1417496:5,Beautiful experience .,The review expressed opinion on [restaurant general],AD
1430994:0,The view is breathtaking the service is top notch . . . the ambiance is wonderfull .,"The review expressed opinion on [service general], opinion on [ambience general], opinion on [location general]",AD
1430994:1,The staff offers impeccable service .,The review expressed opinion on [service general],AD
1430994:2,I had Lobster Bisque it has 2 oz . of Maine Lobster in it .,The review expressed opinion on [food style_options],AD
1430994:3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque .,"The review expressed opinion on [food quality], opinion on [food quality]",AD
1430994:5,It was divine melts in your mouth .,The review expressed opinion on [food quality],AD
1430994:6,My boyfriend had Prime Rib it was good .,The review expressed opinion on [food quality],AD
1430994:7,We didn ' t want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough .,The review expressed opinion on [drinks style_options],AD
1430994:9,It ' s cuz it ' s so good you need to taste it ! ! !,The review expressed opinion on [food quality],AD
1430994:10,All in all we ' re already coming up with excuses to go ahead really soon in the next few wks ! ! ! !,The review expressed opinion on [restaurant general],AD
1431154:0,My wife and I ate here earlier this week and have not stopped ranting and raving about the food .,The review expressed opinion on [food quality],AD
1431154:1,If you like spicy food get the chicken vindaloo .,The review expressed opinion on [food quality],AD
1431154:2,It ' s very spicy but not offensive .,The review expressed opinion on [food quality],AD
1431154:3,We will definitely go back .,The review expressed opinion on [restaurant general],AD
1432551:0,Go to Volare for 1st class service and terrific food .,"The review expressed opinion on [service general], opinion on [food quality]",AD
1432551:1,The portions are large and the servers always surprise us with a different starter .,"The review expressed opinion on [service general], opinion on [food style_options]",AD
1432551:2,The wine list is excellent .,The review expressed opinion on [drinks style_options],AD
1439875:0,The food is amazing . . . especially if you get the Chef ' s tasting menu and your favourite bottle ( or two ! ) of wine from an extensive selection of wines .,"The review expressed opinion on [food quality], opinion on [food quality], opinion on [drinks style_options]",AD
1439875:1,"The place is small and intimate and you may feel a little crowded , but the service is excellent and it ' s great for friends out , a romantic date , or a special occassion .","The review expressed opinion on [service general], opinion on [restaurant miscellaneous], opinion on [ambience general]",AD
1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don ' t like .,"The review expressed opinion on [service general], opinion on [food quality], opinion on [food prices], opinion on [food prices], opinion on [food prices]",AD
1439875:5,Please be aware that it ' s CASH or AMEX only !,The review expressed opinion on [restaurant miscellaneous],AD
1448587:0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering , the food here was decent , not great .","The review expressed opinion on [food quality], opinion on [food quality]",AD
1448587:1,The menu is very limited - i think we counted 4 or 5 entrees .,The review expressed opinion on [food style_options],AD
1448587:2,"We ordered the special , grilled branzino , that was so infused with bone , it was difficult to eat .",The review expressed opinion on [food quality],AD
1448587:3,"The decor in this place is very diner - ish and the kind of place you expect in the East Village - not romantic , just simple , small and sparse .",The review expressed opinion on [ambience general],AD
1448587:4,Problem is nothing at Prune is particularly memorable .,The review expressed opinion on [restaurant general],AD
1448587:5,No plans to return anytime soon .,The review expressed opinion on [restaurant general],AD
1451107:0,This place is so much fun .,The review expressed opinion on [ambience general],AD
1451107:1,Our family never expected such incredible entertainment in a restaurant .,The review expressed opinion on [restaurant general],AD
1451107:4,Our food was great too !,The review expressed opinion on [food quality],AD
1451107:5,And really large portions .,The review expressed opinion on [food style_options],AD
1451107:6,The staff was the friendliest that have seen in New York .,The review expressed opinion on [service general],AD
1451107:7,We will go back every time we are in the City .,The review expressed opinion on [restaurant general],AD
1451109:0,If you want something really different than try Jekyll and Hyde .,The review expressed opinion on [restaurant general],AD
1451109:1,It is a lot of fun with live entertainment and all kinds of Disney type special effects .,The review expressed opinion on [ambience general],AD
1451109:2,The food was pretty tradional but it was hot and good with large portions .,"The review expressed opinion on [food quality], opinion on [food style_options]",AD
1451109:3,I highly recommend it .,The review expressed opinion on [restaurant general],AD
1457607:0,The place is a lot of fun .,The review expressed opinion on [ambience general],AD
1457607:1,My six year old loved it .,The review expressed opinion on [restaurant general],AD
1457607:2,The characters really make for an enjoyable experience .,The review expressed opinion on [ambience general],AD
1457607:3,"The food however , is what one might expect .",The review expressed opinion on [food quality],AD
1457607:4,It is very overpriced and not very tasty .,"The review expressed opinion on [food quality], opinion on [food prices]",AD
1457607:5,"However , I think Jeckll and Hydes t is one of those places that is fun to do once .",The review expressed opinion on [restaurant general],AD
1457607:6,We had a good time .,The review expressed opinion on [restaurant general],AD
1459569:0,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them .,The review expressed opinion on [service general],AD
1459569:1,Service was slow had to wait to order and get food although not crowded .,The review expressed opinion on [service general],AD
1459569:2,Drinks way over priced .,The review expressed opinion on [drinks prices],AD
1459569:3,Food was good not great not worth the wait or another visit,"The review expressed opinion on [restaurant general], opinion on [food quality]",AD
1460715:0,Great pizza for lunch place .,The review expressed opinion on [food quality],AD
1460715:1,Service was quick .,The review expressed opinion on [service general],AD
1460715:2,The pizza was great .,The review expressed opinion on [food quality],AD
1460715:3,And it was quick which is very important .,The review expressed opinion on [service general],AD
1460715:4,Have the iced tea .,The review expressed opinion on [drinks quality],AD
1460715:5,It was wonderful .,The review expressed opinion on [drinks quality],AD
1470286:0,"Whenever you need a Sushi fix , Mizu will be there with quality fish and great service .","The review expressed opinion on [service general], opinion on [food quality]",AD
1470286:1,Delivery is fast too .,The review expressed opinion on [service general],AD
1470286:2,"Great friendly service , Fast seating , Fast Delivery , Excellent sushi .","The review expressed opinion on [service general], opinion on [service general], opinion on [service general], opinion on [food quality]",AD
1470286:3,A little overpriced but worth it once you take a bite .,"The review expressed opinion on [food quality], opinion on [food prices]",AD
1470334:1,Ess - A - Bagel ( either by Sty - town or midtown ) is by far the best bagel in NY .,The review expressed opinion on [food quality],AD
1470334:2,"The bagels always warm , soft on the inside , crispy on the outside and enormous in size .","The review expressed opinion on [food quality], opinion on [food style_options]",AD
1470334:3,They have a huge selection of different cream cheeses and all of their salads are great .,"The review expressed opinion on [food quality], opinion on [food style_options]",AD
1470334:4,The lox is always fresh too .,The review expressed opinion on [food quality],AD
1470334:5,Highly recommended to all !,The review expressed opinion on [restaurant general],AD
1471273:2,Not impressed with the food .,The review expressed opinion on [food quality],AD
1471273:3,Prices too high for this cramped and unappealing resturant .,"The review expressed opinion on [restaurant prices], opinion on [ambience general]",AD
1471273:4,Zero ambiance to boot .,The review expressed opinion on [ambience general],AD
1476493:0,I thought this place was totally overrated .,The review expressed opinion on [restaurant general],AD
1476493:1,Everything we had was good or ok . . . . but definitely nothing great .,The review expressed opinion on [restaurant general],AD
1476493:2,"The ambience was nice , but service wasn ' t so great .","The review expressed opinion on [service general], opinion on [ambience general]",AD
1476493:3,"When you add it all together , it just doesn ' t seem worth it to me . . . especially considering the prices .","The review expressed opinion on [restaurant general], opinion on [restaurant prices]",AD
1477631:0,This is the BEST Shabu - Shabu Restaurant in the Try - State Area .,The review expressed opinion on [restaurant general],AD
1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan .,"The review expressed opinion on [food quality], opinion on [ambience general]",AD
1477631:2,Thius is a must for anyone who loves Shabu - Shabu .,The review expressed opinion on [food quality],AD
1486041:0,"The atmosphere is nothing special , but it feels like a Sushi establishment in Tokyo .",The review expressed opinion on [ambience general],AD
1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance .,"The review expressed opinion on [restaurant miscellaneous], opinion on [restaurant miscellaneous], opinion on [ambience general]",AD
1486041:2,"Despite a slightly limited menu , everything prepared is done to perfection , ultra fresh and a work of food art .","The review expressed opinion on [food quality], opinion on [food style_options], opinion on [food style_options]",AD
1486041:3,I must give it Yon out of Yon stars !,The review expressed opinion on [restaurant general],AD
1486041:4,Taxan delicious !,The review expressed opinion on [food quality],AD
1490757:0,"This restaurant was recommended by a local . . . as a matter of fact , he made the reservation for us and said we would not be disappointed !",The review expressed opinion on [restaurant general],AD
1490757:2,The prices were CHEAP compared to the quality of service and food .,"The review expressed opinion on [service general], opinion on [food quality], opinion on [restaurant prices]",AD
1490757:3,"We liked it so much , that we will always make it a point to dine here when we visit New York .",The review expressed opinion on [restaurant general],AD
1496205:1,The location and ambience is Ok but the food is what makes up for it .,"The review expressed opinion on [food quality], opinion on [ambience general], opinion on [location general]",AD
1496205:2,There is a lot of variety even for people who eat vegetarian like me .,The review expressed opinion on [food style_options],AD
1496205:3,Try green curry with vegetables .,The review expressed opinion on [food quality],AD
1496205:4,"The quantity is also very good , you will come out satisfied .",The review expressed opinion on [food style_options],AD
1496205:5,"The service is ok , some of the people didn ' t get what they asked for .",The review expressed opinion on [service general],AD
1496707:0,I was there on sat . for my birthday and we had an excellent time .,The review expressed opinion on [restaurant general],AD
1496707:1,I had the best ravioli ever .,The review expressed opinion on [food quality],AD
1496707:2,The wine the service was very good too .,"The review expressed opinion on [service general], opinion on [drinks quality]",AD
1496707:3,Moderate prices .,The review expressed opinion on [restaurant prices],AD
1496707:4,A little noise but I think that was because of our party !,The review expressed opinion on [ambience general],AD
1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list .,"The review expressed opinion on [restaurant general], opinion on [ambience general]",AD
1500453:2,"The food is delicious - from the specials to the regular menu - fare , the dishes are never a disappointment .","The review expressed opinion on [food quality], opinion on [food quality], opinion on [food quality], opinion on [food quality]",AD
1500453:3,"Whether it ' s the parmesean porcini souffle or the lamb glazed with balsamic vinegar , you will surely be transported to Northern Italy with one bite .","The review expressed opinion on [food quality], opinion on [food quality]",AD
1500453:4,"Although the tables may be closely situated , the candle - light , food - quality and service overcompensate .","The review expressed opinion on [service general], opinion on [food quality], opinion on [ambience general], opinion on [ambience general]",AD
1500453:5,A guaranteeed delight !,The review expressed opinion on [restaurant general],AD
1506491:0,"I have known about this secret for the last 13 years , Emilio ( the Godfather ) has continued to serve food and wine for the gods at mortal prices .","The review expressed opinion on [food quality], opinion on [drinks prices], opinion on [food prices], opinion on [drinks quality]",AD
1506491:1,"If you go , try the marinara / arrabiatta sauce , the mozzarella en Carozza is mmmmmmmm . . . . . everything is just delicious .",The review expressed opinion on [food quality],AD
1506491:2,Check out the secret back room .,The review expressed opinion on [ambience general],AD
1506491:4,I pray it stays open forever .,The review expressed opinion on [restaurant general],AD
1506491:5,Thank You Emilio .,The review expressed opinion on [restaurant general],AD
1538149:0,"I found the food , service and value exceptional everytime I have been there .","The review expressed opinion on [service general], opinion on [food quality], opinion on [restaurant prices]",AD
1538149:1,The food was authentic .,The review expressed opinion on [food quality],AD
1538149:2,I felt as though I were eating in Paris .,The review expressed opinion on [food quality],AD
1538149:3,The service was excellent - friendly and attentive .,The review expressed opinion on [service general],AD
1538149:4,The prices are wonderfully low .,The review expressed opinion on [restaurant prices],AD
1538149:5,Very good wine choices .,The review expressed opinion on [drinks style_options],AD
1543345:1,Who has room for Cheesesticks with the best pizza in NYC !,The review expressed opinion on [food quality],AD
1543345:2,Get the pepperoni - YUM - and a family style salad .,"The review expressed opinion on [food quality], opinion on [food quality]",AD
1543345:3,Great staff .,The review expressed opinion on [service general],AD
1543345:4,Always great service !,The review expressed opinion on [service general],AD
1543345:5,I go twice a month !,The review expressed opinion on [restaurant general],AD
1543345:6,Fantastic !,The review expressed opinion on [restaurant general],AD
1561259:0,"The food is good , I can ' t lie .",The review expressed opinion on [food quality],AD
1561259:1,But the staff was so horrible to us .,The review expressed opinion on [service general],AD
1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out .,"The review expressed opinion on [service general], opinion on [service general]",AD
1561259:3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order .,The review expressed opinion on [service general],AD
1561259:4,"This place is pricey , and yes , the food is worth it ; but the service makes you feel like you should be paying a quater of the price .","The review expressed opinion on [service general], opinion on [food quality], opinion on [restaurant prices]",AD
1561259:5,Save yourself the time and trouble and skip this one !,The review expressed opinion on [restaurant general],AD
1572027:1,Amma is nothing special .,The review expressed opinion on [restaurant general],AD
1572027:3,I ate here a week ago and found most dishes average at best and too expensive .,"The review expressed opinion on [food quality], opinion on [food prices]",AD
1572027:4,Will not be back .,The review expressed opinion on [restaurant general],AD
1572033:0,"Don ' t dine at Tamarind for the vegetarian dishes , they are simply not up to par with the non - veg selections .","The review expressed opinion on [food quality], opinion on [food quality]",AD
1572033:1,Decor is nice though service can be spotty .,"The review expressed opinion on [service general], opinion on [ambience general]",AD
1572033:2,This place is always packed .,The review expressed opinion on [restaurant miscellaneous],AD
1572033:4,"Most importantly , food is excellent .",The review expressed opinion on [food quality],AD
1572033:5,Try the sea bass .,The review expressed opinion on [food quality],AD
1572033:6,Highly recommended .,The review expressed opinion on [restaurant general],AD
1573534:0,First of all Dal Bukhara Rocks .,The review expressed opinion on [food quality],AD
1573534:3,I am happy i did the food was awsome .,The review expressed opinion on [food quality],AD
1573534:4,JUST AWSOME .,The review expressed opinion on [food quality],AD
1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs .,"The review expressed opinion on [food quality], opinion on [food quality]",AD
1573534:7,but overall i give it a 10,The review expressed opinion on [restaurant general],AD
1573534:8,10,The review expressed opinion on [restaurant general],AD
1577714:1,Haru on Park S is simply disgusting .,The review expressed opinion on [restaurant general],AD
1577714:2,The fish was not fresh and the rice tasted old and stale .,"The review expressed opinion on [food quality], opinion on [food quality]",AD
1577714:3,"Quite frankly , this is some of the worst sushi I have ever tried .",The review expressed opinion on [food quality],AD
1577714:4,Will never be back .,The review expressed opinion on [restaurant general],AD
1586174:0,honestly the worst sushi my husband and i had in our entire lives .,The review expressed opinion on [food quality],AD
1586174:2,not sure why this restaurant would be rated that highly .,The review expressed opinion on [restaurant general],AD
1586174:3,the all - u - can - eat sushi is definitely in very poor quality .,The review expressed opinion on [food quality],AD
1586174:4,"limited menu , no - so - fresh ingredients , thinly - sliced fish , fall - apart rice .","The review expressed opinion on [food quality], opinion on [food style_options], opinion on [food style_options], opinion on [food style_options]",AD
1586174:5,"the only things u could really taste are the very salty soy sauce ( even its low sodium ) , the vinegar - soaked rice , and the scallion on top of the fish .","The review expressed opinion on [food quality], opinion on [food quality]",AD
1586174:6,the waitstaffs are nice though .,The review expressed opinion on [service general],AD
1586174:7,wont come back again for sure !,The review expressed opinion on [restaurant general],AD
1603698:0,I have been to Roth ' s twice and both times were very disappointing .,The review expressed opinion on [restaurant general],AD
1603698:2,"Both times I was extremely dissappointed by the service , which was boarderline rude .",The review expressed opinion on [service general],AD
1603698:3,They wouldnt even let me finish my glass of wine before offering another .,The review expressed opinion on [service general],AD
1603698:4,Much of the time it seems like they do not care about you .,The review expressed opinion on [service general],AD
1603698:5,"The dinner was ok , nothing I would have again .",The review expressed opinion on [food quality],AD
1603698:6,"I had their eggs benedict for brunch , which were the worst in my entire life , I tried removing the hollondaise sauce completely that was how failed it was .",The review expressed opinion on [food quality],AD
1606837:0,This was a great surprise .,The review expressed opinion on [restaurant general],AD
1606837:1,With the theater 2 blocks away we had a delicious meal in a beautiful room .,"The review expressed opinion on [food quality], opinion on [ambience general], opinion on [location general]",AD
1606837:2,The service was attentive .,The review expressed opinion on [service general],AD
1606837:3,I look forward to eating here again,The review expressed opinion on [restaurant general],AD
1609375:0,Planet Thai is great !,The review expressed opinion on [restaurant general],AD
1609375:1,"We love the food , drinks , and atmosphere !","The review expressed opinion on [food quality], opinion on [ambience general], opinion on [drinks quality]",AD
1609375:2,"The svc can be a bit rude at times , esp if you have big group , but overall the restaurant is a must !","The review expressed opinion on [restaurant general], opinion on [service general]",AD
1609375:3,"Try the Pad Thai , it ' s fabulous and their prices are so cheap !","The review expressed opinion on [food quality], opinion on [restaurant prices]",AD
1609375:4,"Just because it ' s cheap does NOT mean the portions are small or the food is nasty , IT IS GREAT !","The review expressed opinion on [food quality], opinion on [food style_options], opinion on [restaurant prices]",AD
1611489:0,"They forgot a sandwich , didn ' t include plastic forks , and didn ' t include pita with the hummus platter .",The review expressed opinion on [service general],AD
1611489:1,"Also , the sandwiches ( nearing $ 7 ) didn ' t come with anything like chips or a side .","The review expressed opinion on [food style_options], opinion on [food prices]",AD
1611489:2,"Overall , not worth the money .","The review expressed opinion on [restaurant general], opinion on [restaurant prices]",AD
1611489:3,"Eating in , the atmosphere saves it , but at your desk , it ' s a very disappointing experience .","The review expressed opinion on [restaurant general], opinion on [ambience general]",AD
1615322:1,Chennai Garden is my favorite Indian restaurant in the city .,The review expressed opinion on [restaurant general],AD
1615322:2,They have authentic Indian at amazin prices .,"The review expressed opinion on [food quality], opinion on [food prices]",AD
1615322:3,This restaurant is VEGETARIAN ; there are NO MEAT dishes whatsoever .,The review expressed opinion on [food style_options],AD
1615322:4,The seats are uncomfortable if you are sitting against the wall on wooden benches .,The review expressed opinion on [ambience general],AD
1615322:5,It ' s a rather cramped and busy restaurant and it closes early .,"The review expressed opinion on [restaurant miscellaneous], opinion on [ambience general]",AD
1623276:0,Patroon features a nice cigar bar and has great staff .,"The review expressed opinion on [service general], opinion on [ambience general]",AD
1623276:1,The food is tasty and portion sizes are appropriate .,"The review expressed opinion on [food quality], opinion on [food style_options]",AD
1623276:2,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates .,The review expressed opinion on [restaurant miscellaneous],AD
1623276:3,Not a great place for family or general dining .,The review expressed opinion on [restaurant miscellaneous],AD
1626564:0,LLOOVVE THIS PLACE .,The review expressed opinion on [restaurant general],AD
1626564:1,Food is excellent .,The review expressed opinion on [food quality],AD
1626564:2,Fish is so very fresh .,The review expressed opinion on [food quality],AD
1626564:3,Waitstaff are very friendly .,The review expressed opinion on [service general],AD
1626564:4,Love YUKA .,The review expressed opinion on [restaurant general],AD
1632445:0,Mermaid Inn is an overall good restaurant with really good seafood .,"The review expressed opinion on [restaurant general], opinion on [food quality]",AD
1632445:1,The menu is limited but almost all of the dishes are excellent .,"The review expressed opinion on [food quality], opinion on [food style_options]",AD
1632445:2,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great .,"The review expressed opinion on [food quality], opinion on [food quality]",AD
1632445:3,The service is good and ambience is good for a date or group outing .,"The review expressed opinion on [service general], opinion on [ambience general]",AD
1632445:4,The only fallback on this restaurant is the prices .,The review expressed opinion on [restaurant prices],AD
1632445:5,"Even though its good seafood , the prices are too high .","The review expressed opinion on [food quality], opinion on [food prices]",AD
1632445:6,The lobster sandwich is $ 24 and although it was good it was not nearly enough to warrant that price .,"The review expressed opinion on [food quality], opinion on [food style_options], opinion on [food prices]",AD
1632929:2,We were very pleasantly surprised .,The review expressed opinion on [restaurant general],AD
1632929:3,"The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top - notch .","The review expressed opinion on [service general], opinion on [food quality], opinion on [food quality], opinion on [food quality]",AD
1632929:4,"When my dessert came , there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift , and said he knew it was a special occassion of some sort .",The review expressed opinion on [service general],AD
1632929:5,Truly the mark of an attentive waiter .,The review expressed opinion on [service general],AD
1632929:6,I highly recommend the restaurant based on our experience last night .,The review expressed opinion on [restaurant general],AD
1642666:0,We ate at this Thai place following the reviews but very unhappy with the foods .,The review expressed opinion on [food quality],AD
1642666:1,We thought that this place is using too much of MSG cooking in the foods .,The review expressed opinion on [food quality],AD
1642666:3,"They don ' t concern much of customer ' s health , just want to make money .",The review expressed opinion on [restaurant general],AD
1642666:4,please don ' t fool us .,The review expressed opinion on [restaurant general],AD
1649025:1,"I recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .","The review expressed opinion on [food quality], opinion on [food quality], opinion on [food quality], opinion on [food quality]",AD
1649025:2,The food is so cheap and the waiters are nice .,"The review expressed opinion on [service general], opinion on [food prices]",AD
1649025:3,"Of course , it is crowded but who cares .",The review expressed opinion on [restaurant miscellaneous],AD
1649025:4,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York .,The review expressed opinion on [restaurant miscellaneous],AD
1655504:0,Have frequented ' ino for several years and the food remains excellent .,The review expressed opinion on [food quality],AD
1655504:1,Cheese plate is a varied delight and great bargain at $ 10 .,"The review expressed opinion on [food quality], opinion on [food style_options], opinion on [food prices]",AD
1655504:2,"The large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .","The review expressed opinion on [food style_options], opinion on [food style_options], opinion on [food style_options]",AD
1655504:3,"( The asparagus , truffle oil , parmesan bruschetta is a winner ! )",The review expressed opinion on [food quality],AD
1655504:4,Wine list is extensive without being over - priced .,"The review expressed opinion on [drinks style_options], opinion on [drinks prices]",AD
1655504:5,"Be sure to try the seasonal , and always delicious , specials .",The review expressed opinion on [food quality],AD
1655504:6,Definitely a neighborhood favorite .,The review expressed opinion on [restaurant general],AD
1655521:0,I loved this place ! !,The review expressed opinion on [restaurant general],AD
1655521:1,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded .,The review expressed opinion on [ambience general],AD
1655521:2,"The food was very good , a great deal , and the place its self was great .","The review expressed opinion on [food quality], opinion on [ambience general], opinion on [food prices]",AD
1655521:3,"The wait staff is very freindly , they make it feel like you ' re eating in a freindly little european town .",The review expressed opinion on [service general],AD
1660047:0,"I like Cafe Noir dont get me wrong , it is jsut that the people who work there are evil and incompetent ! !","The review expressed opinion on [restaurant general], opinion on [service general]",AD
1660047:1,"The service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .",The review expressed opinion on [service general],AD
1660047:2,"The waitress , seems to be more concerned of looking good than actually waitressing .",The review expressed opinion on [service general],AD
1660047:3,"After dinner the manager grabbed my boyfriend , asked him : Where are you from . . . maybe you dont know how things work in America . . . and in the end stormed away almost teareyed yelling that tips are the only thing they survive on .",The review expressed opinion on [service general],AD
1660047:4,"We did tip , I guess the model / waitress just wanted more and complained to the manager .",The review expressed opinion on [service general],AD
1660047:5,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff , because despite the current one this is a great place .","The review expressed opinion on [restaurant general], opinion on [service general]",AD
1661043:0,Pizza here is consistently good .,The review expressed opinion on [food quality],AD
1661043:1,Salads are a delicious way to begin the meal .,The review expressed opinion on [food quality],AD
1661043:2,You should pass on the calamari .,The review expressed opinion on [food quality],AD
1661043:3,It is thick and slightly soggy .,The review expressed opinion on [food quality],AD
1661043:4,Decor is charming .,The review expressed opinion on [ambience general],AD
1661043:5,Service is average .,The review expressed opinion on [service general],AD
1661757:0,What a great place .,The review expressed opinion on [restaurant general],AD
1661757:2,"The ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .","The review expressed opinion on [food quality], opinion on [restaurant prices], opinion on [ambience general]",AD
1661757:3,"I wasn ' t thrilled to have to wait on line for thirty minutes , but I guess that ' s the price you pay for a popular place .",The review expressed opinion on [service general],AD
1661757:4,I would definitely recommend SEA if you like thai cuisine !,The review expressed opinion on [food quality],AD
1662726:0,I was here a few weeks back and we had the worst customer service experience at a restaurant ever .,The review expressed opinion on [service general],AD
1662726:1,"A gentleman , maybe the manager , came to our table , and without so much as a smile or greeting asked for our order .",The review expressed opinion on [service general],AD
1662726:2,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants , he replied this is not Mcdonald ' s , every place makes things differently",The review expressed opinion on [service general],AD
1662726:3,"While it is understandable that every place is indeed different , there was not a need to be uncourteous to customers and downright rude .",The review expressed opinion on [service general],AD
1662726:5,Never again !,The review expressed opinion on [restaurant general],AD
1663111:0,I absolutely Loved this place .,The review expressed opinion on [restaurant general],AD
1663111:2,"Excellent atmosphere , delicious dishes good and friendly service .","The review expressed opinion on [service general], opinion on [food quality], opinion on [ambience general]",AD
1663111:3,this is can became on e of the NY Italian Food fare institutions .,The review expressed opinion on [restaurant general],AD
1663111:4,I think that it is absolutely brilliant and well runned business operation .,The review expressed opinion on [restaurant general],AD
1663111:5,The wine list is also really nice .,The review expressed opinion on [drinks style_options],AD
1664346:1,"Everything was wonderful ; food , drinks , staff , mileau .","The review expressed opinion on [restaurant general], opinion on [service general], opinion on [food quality], opinion on [ambience general], opinion on [drinks quality]",AD
1664346:2,I would highly recommend this place !,The review expressed opinion on [restaurant general],AD
1671113:0,I have been to Casimir over 5 times and I have always had a great time there .,The review expressed opinion on [restaurant general],AD
1671113:1,The food is great and reasonably priced .,"The review expressed opinion on [food quality], opinion on [food prices]",AD
1671113:2,"I have tried to make reservations , but both times , the hostess didn ' t have my name .",The review expressed opinion on [service general],AD
1671113:3,"If the weather is nice , try to snag an outside table .",The review expressed opinion on [ambience general],AD
1671113:4,"The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .","The review expressed opinion on [service general], opinion on [service general], opinion on [ambience general]",AD
1700205:0,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent .,The review expressed opinion on [restaurant general],AD
1700205:1,"From the spectacular caviar to the hospitable waitstaff , I felt like royalty and enjoyed every second of it .","The review expressed opinion on [service general], opinion on [food quality]",AD
1700205:2,"Considering we were the last patrons there and it was after the closing time , the waitstaff did not rush us at all and made us feel comfortable and relaxed .",The review expressed opinion on [service general],AD
1700205:3,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service .,"The review expressed opinion on [service general], opinion on [food quality]",AD
1702257:0,Nice Family owned traditional restaurant .,The review expressed opinion on [restaurant general],AD
1702257:1,Fresh ingredients and everything is made to order .,The review expressed opinion on [food quality],AD
1702257:2,I was pleasantly surprised to find this gem in Hoboken .,The review expressed opinion on [restaurant general],AD
1702257:3,Friendly staff that actually lets you enjoy your meal and the company you ' re with .,The review expressed opinion on [service general],AD
1706644:1,"I found the food to be outstanding , particulary the salmon dish I had .","The review expressed opinion on [food quality], opinion on [food quality]",AD
1706644:2,"I also ordered the Change Mojito , which was out of this world .",The review expressed opinion on [drinks quality],AD
1706644:3,"My friends settled for rice dishes , but we came back the following day to try the dim sum , which was good . . . not outstanding , but good .",The review expressed opinion on [food quality],AD
1706644:4,"We ate out in the back patio , which is worth it as it ' s cool and the music is hear well there .","The review expressed opinion on [ambience general], opinion on [ambience general]",AD
1706644:5,"Overall , excellent restaurant !",The review expressed opinion on [restaurant general],AD
1707201:1,The food was good .,The review expressed opinion on [food quality],AD
1707201:2,The place was nice and calm .,The review expressed opinion on [ambience general],AD
1707201:3,but the service was a bit slow .,The review expressed opinion on [service general],AD
1707741:1,The buffet had a nice selection .,The review expressed opinion on [food style_options],AD
1707741:2,The food was average or above including some surprising tasty dishes .,"The review expressed opinion on [food quality], opinion on [food quality]",AD
1707741:3,Service was also very good .,The review expressed opinion on [service general],AD
1707741:4,I would go back .,The review expressed opinion on [restaurant general],AD
1710746:0,I got an excellent piece of cheesecake and we had several other nice pastries .,"The review expressed opinion on [food quality], opinion on [food quality]",AD
1710746:1,"I would recommend Roxy ' s for that , but not for their food .","The review expressed opinion on [food quality], opinion on [food quality]",AD
