input_text_ids,input_text,target_text,prefix
1387314:3,I would defiantly come back here again as one of my top choices . </s>,The review expressed [positive] opinion on [restaurant general] for [NULL] </s>,TASD
1387314:4,It ' s a small cute restaurant . </s>,The review expressed [positive] opinion on [ambience general] for [restaurant] </s>,TASD
1390357:0,I absolutely love this place ! ! ! </s>,The review expressed [positive] opinion on [restaurant general] for [place] </s>,TASD
1390357:2,"I like the ambience , it ' s very dark and original . </s>",The review expressed [positive] opinion on [ambience general] for [ambience] </s>,TASD
1390357:4,The sushi is amazing ! ! ! </s>,The review expressed [positive] opinion on [food quality] for [sushi] </s>,TASD
1390357:5,And amazingly cheap . </s>,The review expressed [positive] opinion on [food prices] for [NULL] </s>,TASD
1390357:6,Big thumbs up ! </s>,The review expressed [positive] opinion on [restaurant general] for [NULL] </s>,TASD
1394712:0,Very affordable and excellent ambient ! </s>,"The review expressed [positive] opinion on [restaurant prices] for [NULL], [positive] opinion on [ambience general] for [ambient] </s>",TASD
1394712:1,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai . </s>,The review expressed [negative] opinion on [food quality] for [beef and noodle soup dishes] </s>,TASD
1394712:2,We were very disappointed . </s>,The review expressed [negative] opinion on [food quality] for [NULL] </s>,TASD
1394712:3,We won ' t go to this place again for a good meal . </s>,The review expressed [negative] opinion on [food quality] for [meal] </s>,TASD
1394712:4,"However , I think this place is a good hang out spot . </s>",The review expressed [positive] opinion on [ambience general] for [place] </s>,TASD
1395421:0,My Girlfriend and I stumbled onto this hopping place the other night and had a great time ! </s>,The review expressed [positive] opinion on [restaurant general] for [place] </s>,TASD
1395421:1,THe Pizza and wine were excellent - the service too - - but what really MADE this place was the backyard dining area . </s>,"The review expressed [positive] opinion on [service general] for [service], [positive] opinion on [food quality] for [Pizza], [positive] opinion on [ambience general] for [backyard dining area], [positive] opinion on [drinks quality] for [wine] </s>",TASD
1395421:2,It is one the nicest outdoor restaurants I have ever seen in NY - - I am from Italy and this place rivals the ones in my country . </s>,The review expressed [positive] opinion on [ambience general] for [NULL] </s>,TASD
1395421:3,"They tell me they are going to cover the garden in glass for the winter , so i ' m looking forward to going there on a snowy night to enjoy it . </s>",The review expressed [positive] opinion on [restaurant miscellaneous] for [NULL] </s>,TASD
1395421:4,Check this place out ! </s>,The review expressed [positive] opinion on [restaurant general] for [place] </s>,TASD
1395421:5,HIGHLY RECOMMENDED ! ! ! ! ! </s>,The review expressed [positive] opinion on [restaurant general] for [NULL] </s>,TASD
1398844:0,"First of all , this place is * not * romantic , as claimed by Citysearch ' s editorial review . </s>",The review expressed [negative] opinion on [ambience general] for [place] </s>,TASD
1398844:1,"Either that , or the editor ' s idea of romance must be sharing a conversation with the next table , while trying to speak louder than the traffic on 57th . </s>",The review expressed [negative] opinion on [ambience general] for [NULL] </s>,TASD
1398844:2,"The tables are crammed way too close , the menu is typical of any Italian restaurant , and the wine list is simply overpriced . </s>","The review expressed [neutral] opinion on [food style_options] for [menu], [negative] opinion on [drinks prices] for [wine list], [negative] opinion on [ambience general] for [tables] </s>",TASD
1398844:3,Slightly above average wines start at $ 70 + with only one selection listed at $ 30 + . </s>,"The review expressed [negative] opinion on [drinks prices] for [wines], [negative] opinion on [drinks quality] for [wines] </s>",TASD
1398844:4,Service is not what one would expect from a joint in this price category . </s>,The review expressed [negative] opinion on [service general] for [Service] </s>,TASD
1398844:5,"For instance , plates were just dumped on the table , I was handed the wine list upside down , etc . . . . </s>",The review expressed [negative] opinion on [service general] for [NULL] </s>,TASD
1398844:6,Somehow working the italian charm with constant mille grazie does not constitute proper service . </s>,The review expressed [negative] opinion on [service general] for [service] </s>,TASD
1398844:7,"To be completely fair , the only redeeming factor was the food , which was above average , but couldn ' t make up for all the other deficiencies of Teodora . </s>","The review expressed [negative] opinion on [restaurant general] for [Teodora], [positive] opinion on [food quality] for [food] </s>",TASD
1404042:1,Not one of our meals was edible - bland and / or made with weird rosemary or orange flavoring . </s>,"The review expressed [negative] opinion on [food quality] for [meals], [negative] opinion on [food quality] for [rosemary or orange flavoring] </s>",TASD
1404042:2,Fish was overdone . </s>,The review expressed [negative] opinion on [food quality] for [Fish] </s>,TASD
1404042:3,"Cute place , nice wait staff but would never go there again . </s>","The review expressed [negative] opinion on [restaurant general] for [place], [positive] opinion on [service general] for [wait staff], [positive] opinion on [ambience general] for [place] </s>",TASD
1404042:4,Someone else recommended the dessert - we also left that . </s>,The review expressed [negative] opinion on [food quality] for [dessert] </s>,TASD
1404042:5,One of us actually liked the expresso - that ' s it . </s>,The review expressed [positive] opinion on [drinks quality] for [expresso] </s>,TASD
1404042:6,"Skip this restaurant , it ' s a big disappointment . </s>",The review expressed [negative] opinion on [restaurant general] for [restaurant] </s>,TASD
1410878:0,Myagi is one of my favorite restaurants in the City ; the place the negative reviews describe sound like they were somewhere else . </s>,The review expressed [positive] opinion on [restaurant general] for [Myagi] </s>,TASD
1410878:1,I ' ve never had bad service and the fish is fresh and delicious . </s>,"The review expressed [positive] opinion on [service general] for [service], [positive] opinion on [food quality] for [fish] </s>",TASD
1410878:2,Their tuna tartar appetizer is to die for . </s>,The review expressed [positive] opinion on [food quality] for [tuna tartar appetizer] </s>,TASD
1413697:0,"I come from a family of pizzeria owners , and I ' m almost ashamed to say that the pizza in Fornino ' s blows my families receipies away . </s>",The review expressed [positive] opinion on [food quality] for [pizza] </s>,TASD
1413697:1,It is simply amazing . </s>,The review expressed [positive] opinion on [food quality] for [NULL] </s>,TASD
1413697:2,The place is so cool and the service is prompt and curtious . </s>,"The review expressed [positive] opinion on [service general] for [service], [positive] opinion on [ambience general] for [place] </s>",TASD
1413697:3,I highly recommend to anyone to give this place a try . </s>,The review expressed [positive] opinion on [restaurant general] for [place] </s>,TASD
1413697:4,You will find yourself returning quite often . </s>,The review expressed [positive] opinion on [restaurant general] for [NULL] </s>,TASD
1417496:0,A restaurant that doesn ' t try to do anything except serve great food with great service in a pleasant atmosphere . </s>,"The review expressed [positive] opinion on [service general] for [service], [positive] opinion on [food quality] for [food], [positive] opinion on [ambience general] for [atmosphere] </s>",TASD
1417496:1,No gimmicks here - - the food speaks for itself in its freshness and preparation . </s>,The review expressed [positive] opinion on [food quality] for [food] </s>,TASD
1417496:2,The dining room is quietly elegant with no music to shout over - - how refreshing ! </s>,The review expressed [positive] opinion on [ambience general] for [dining room] </s>,TASD
1417496:3,"The service was impeccable and unobtrusive - - the staff knows what they are there to do - - to know their menu , present your meal , and attend to your needs . </s>","The review expressed [positive] opinion on [service general] for [service], [positive] opinion on [service general] for [staff] </s>",TASD
1417496:4,"Looking around , I saw a room full of New Yorkers enjoying a real meal in a real restaurant , not a clubhouse of the fabulous trying to be seen . </s>","The review expressed [positive] opinion on [food quality] for [meal], [positive] opinion on [ambience general] for [restaurant] </s>",TASD
1417496:5,Beautiful experience . </s>,The review expressed [positive] opinion on [restaurant general] for [NULL] </s>,TASD
1430994:0,The view is breathtaking the service is top notch . . . the ambiance is wonderfull . </s>,"The review expressed [positive] opinion on [service general] for [service], [positive] opinion on [ambience general] for [ambiance], [positive] opinion on [location general] for [view] </s>",TASD
1430994:1,The staff offers impeccable service . </s>,The review expressed [positive] opinion on [service general] for [staff] </s>,TASD
1430994:2,I had Lobster Bisque it has 2 oz . of Maine Lobster in it . </s>,The review expressed [positive] opinion on [food style_options] for [Lobster Bisque] </s>,TASD
1430994:3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque . </s>,"The review expressed [positive] opinion on [food quality] for [New England Chowder], [positive] opinion on [food quality] for [Lobster Bisque] </s>",TASD
1430994:5,It was divine melts in your mouth . </s>,The review expressed [positive] opinion on [food quality] for [NULL] </s>,TASD
1430994:6,My boyfriend had Prime Rib it was good . </s>,The review expressed [positive] opinion on [food quality] for [Prime Rib] </s>,TASD
1430994:7,We didn ' t want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough . </s>,The review expressed [positive] opinion on [drinks style_options] for [bottles of Korbett] </s>,TASD
1430994:9,It ' s cuz it ' s so good you need to taste it ! ! ! </s>,The review expressed [positive] opinion on [food quality] for [NULL] </s>,TASD
1430994:10,All in all we ' re already coming up with excuses to go ahead really soon in the next few wks ! ! ! ! </s>,The review expressed [positive] opinion on [restaurant general] for [NULL] </s>,TASD
1431154:0,My wife and I ate here earlier this week and have not stopped ranting and raving about the food . </s>,The review expressed [positive] opinion on [food quality] for [food] </s>,TASD
1431154:1,If you like spicy food get the chicken vindaloo . </s>,The review expressed [positive] opinion on [food quality] for [chicken vindaloo] </s>,TASD
1431154:2,It ' s very spicy but not offensive . </s>,The review expressed [positive] opinion on [food quality] for [NULL] </s>,TASD
1431154:3,We will definitely go back . </s>,The review expressed [positive] opinion on [restaurant general] for [NULL] </s>,TASD
1432551:0,Go to Volare for 1st class service and terrific food . </s>,"The review expressed [positive] opinion on [service general] for [service], [positive] opinion on [food quality] for [food] </s>",TASD
1432551:1,The portions are large and the servers always surprise us with a different starter . </s>,"The review expressed [positive] opinion on [service general] for [servers], [positive] opinion on [food style_options] for [portions] </s>",TASD
1432551:2,The wine list is excellent . </s>,The review expressed [positive] opinion on [drinks style_options] for [wine list] </s>,TASD
1439875:0,The food is amazing . . . especially if you get the Chef ' s tasting menu and your favourite bottle ( or two ! ) of wine from an extensive selection of wines . </s>,"The review expressed [positive] opinion on [food quality] for [food], [positive] opinion on [drinks style_options] for [selection of wines] </s>",TASD
1439875:1,"The place is small and intimate and you may feel a little crowded , but the service is excellent and it ' s great for friends out , a romantic date , or a special occassion . </s>","The review expressed [positive] opinion on [service general] for [service], [positive] opinion on [restaurant miscellaneous] for [place], [negative] opinion on [ambience general] for [place] </s>",TASD
1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don ' t like . </s>,"The review expressed [positive] opinion on [service general] for [NULL], [positive] opinion on [food quality] for [prixe fixe tasting menu], [positive] opinion on [food prices] for [prixe fixe tasting menu], [negative] opinion on [food prices] for [food] </s>",TASD
1439875:5,Please be aware that it ' s CASH or AMEX only ! </s>,The review expressed [neutral] opinion on [restaurant miscellaneous] for [NULL] </s>,TASD
1448587:0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering , the food here was decent , not great . </s>","The review expressed [negative] opinion on [food quality] for [lemon salad], [neutral] opinion on [food quality] for [food] </s>",TASD
1448587:1,The menu is very limited - i think we counted 4 or 5 entrees . </s>,The review expressed [negative] opinion on [food style_options] for [menu] </s>,TASD
1448587:2,"We ordered the special , grilled branzino , that was so infused with bone , it was difficult to eat . </s>",The review expressed [negative] opinion on [food quality] for [grilled branzino] </s>,TASD
1448587:3,"The decor in this place is very diner - ish and the kind of place you expect in the East Village - not romantic , just simple , small and sparse . </s>",The review expressed [neutral] opinion on [ambience general] for [decor] </s>,TASD
1448587:4,Problem is nothing at Prune is particularly memorable . </s>,The review expressed [negative] opinion on [restaurant general] for [Prune] </s>,TASD
1448587:5,No plans to return anytime soon . </s>,The review expressed [negative] opinion on [restaurant general] for [NULL] </s>,TASD
1451107:0,This place is so much fun . </s>,The review expressed [positive] opinion on [ambience general] for [place] </s>,TASD
1451107:1,Our family never expected such incredible entertainment in a restaurant . </s>,The review expressed [positive] opinion on [restaurant general] for [restaurant] </s>,TASD
1451107:4,Our food was great too ! </s>,The review expressed [positive] opinion on [food quality] for [food] </s>,TASD
1451107:5,And really large portions . </s>,The review expressed [positive] opinion on [food style_options] for [portions] </s>,TASD
1451107:6,The staff was the friendliest that have seen in New York . </s>,The review expressed [positive] opinion on [service general] for [staff] </s>,TASD
1451107:7,We will go back every time we are in the City . </s>,The review expressed [positive] opinion on [restaurant general] for [NULL] </s>,TASD
1451109:0,If you want something really different than try Jekyll and Hyde . </s>,The review expressed [positive] opinion on [restaurant general] for [Jekyll and Hyde] </s>,TASD
1451109:1,It is a lot of fun with live entertainment and all kinds of Disney type special effects . </s>,The review expressed [positive] opinion on [ambience general] for [NULL] </s>,TASD
1451109:2,The food was pretty tradional but it was hot and good with large portions . </s>,"The review expressed [positive] opinion on [food quality] for [food], [positive] opinion on [food style_options] for [portions] </s>",TASD
1451109:3,I highly recommend it . </s>,The review expressed [positive] opinion on [restaurant general] for [NULL] </s>,TASD
1457607:0,The place is a lot of fun . </s>,The review expressed [positive] opinion on [ambience general] for [place] </s>,TASD
1457607:1,My six year old loved it . </s>,The review expressed [positive] opinion on [restaurant general] for [NULL] </s>,TASD
1457607:2,The characters really make for an enjoyable experience . </s>,The review expressed [positive] opinion on [ambience general] for [characters] </s>,TASD
1457607:3,"The food however , is what one might expect . </s>",The review expressed [negative] opinion on [food quality] for [food] </s>,TASD
1457607:4,It is very overpriced and not very tasty . </s>,"The review expressed [negative] opinion on [food quality] for [NULL], [negative] opinion on [food prices] for [NULL] </s>",TASD
1457607:5,"However , I think Jeckll and Hydes t is one of those places that is fun to do once . </s>",The review expressed [positive] opinion on [restaurant general] for [Jeckll and Hydes] </s>,TASD
1457607:6,We had a good time . </s>,The review expressed [positive] opinion on [restaurant general] for [NULL] </s>,TASD
1459569:0,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them . </s>,The review expressed [negative] opinion on [service general] for [NULL] </s>,TASD
1459569:1,Service was slow had to wait to order and get food although not crowded . </s>,The review expressed [negative] opinion on [service general] for [Service] </s>,TASD
1459569:2,Drinks way over priced . </s>,The review expressed [negative] opinion on [drinks prices] for [Drinks] </s>,TASD
1459569:3,Food was good not great not worth the wait or another visit </s>,"The review expressed [negative] opinion on [restaurant general] for [NULL], [neutral] opinion on [food quality] for [Food] </s>",TASD
1460715:0,Great pizza for lunch place . </s>,The review expressed [positive] opinion on [food quality] for [pizza] </s>,TASD
1460715:1,Service was quick . </s>,The review expressed [positive] opinion on [service general] for [Service] </s>,TASD
1460715:2,The pizza was great . </s>,The review expressed [positive] opinion on [food quality] for [pizza] </s>,TASD
1460715:3,And it was quick which is very important . </s>,The review expressed [positive] opinion on [service general] for [NULL] </s>,TASD
1460715:4,Have the iced tea . </s>,The review expressed [positive] opinion on [drinks quality] for [iced tea] </s>,TASD
1460715:5,It was wonderful . </s>,The review expressed [positive] opinion on [drinks quality] for [NULL] </s>,TASD
1470286:0,"Whenever you need a Sushi fix , Mizu will be there with quality fish and great service . </s>","The review expressed [positive] opinion on [service general] for [service], [positive] opinion on [food quality] for [fish] </s>",TASD
1470286:1,Delivery is fast too . </s>,The review expressed [positive] opinion on [service general] for [Delivery] </s>,TASD
1470286:2,"Great friendly service , Fast seating , Fast Delivery , Excellent sushi . </s>","The review expressed [positive] opinion on [service general] for [service], [positive] opinion on [service general] for [seating], [positive] opinion on [service general] for [Delivery], [positive] opinion on [food quality] for [sushi] </s>",TASD
1470286:3,A little overpriced but worth it once you take a bite . </s>,"The review expressed [positive] opinion on [food quality] for [NULL], [negative] opinion on [food prices] for [NULL] </s>",TASD
1470334:1,Ess - A - Bagel ( either by Sty - town or midtown ) is by far the best bagel in NY . </s>,The review expressed [positive] opinion on [food quality] for [bagel] </s>,TASD
1470334:2,"The bagels always warm , soft on the inside , crispy on the outside and enormous in size . </s>","The review expressed [positive] opinion on [food quality] for [bagels], [positive] opinion on [food style_options] for [bagels] </s>",TASD
1470334:3,They have a huge selection of different cream cheeses and all of their salads are great . </s>,"The review expressed [positive] opinion on [food quality] for [salads], [positive] opinion on [food style_options] for [cream cheeses] </s>",TASD
1470334:4,The lox is always fresh too . </s>,The review expressed [positive] opinion on [food quality] for [lox] </s>,TASD
1470334:5,Highly recommended to all ! </s>,The review expressed [positive] opinion on [restaurant general] for [NULL] </s>,TASD
1471273:2,Not impressed with the food . </s>,The review expressed [negative] opinion on [food quality] for [food] </s>,TASD
1471273:3,Prices too high for this cramped and unappealing resturant . </s>,"The review expressed [negative] opinion on [restaurant prices] for [resturant], [negative] opinion on [ambience general] for [resturant] </s>",TASD
1471273:4,Zero ambiance to boot . </s>,The review expressed [negative] opinion on [ambience general] for [ambiance] </s>,TASD
1476493:0,I thought this place was totally overrated . </s>,The review expressed [negative] opinion on [restaurant general] for [place] </s>,TASD
1476493:1,Everything we had was good or ok . . . . but definitely nothing great . </s>,The review expressed [neutral] opinion on [restaurant general] for [NULL] </s>,TASD
1476493:2,"The ambience was nice , but service wasn ' t so great . </s>","The review expressed [negative] opinion on [service general] for [service], [positive] opinion on [ambience general] for [ambience] </s>",TASD
1476493:3,"When you add it all together , it just doesn ' t seem worth it to me . . . especially considering the prices . </s>","The review expressed [negative] opinion on [restaurant general] for [NULL], [negative] opinion on [restaurant prices] for [NULL] </s>",TASD
1477631:0,This is the BEST Shabu - Shabu Restaurant in the Try - State Area . </s>,The review expressed [positive] opinion on [restaurant general] for [Shabu - Shabu Restaurant] </s>,TASD
1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan . </s>,"The review expressed [positive] opinion on [food quality] for [food], [positive] opinion on [ambience general] for [feel] </s>",TASD
1477631:2,Thius is a must for anyone who loves Shabu - Shabu . </s>,The review expressed [positive] opinion on [food quality] for [Shabu - Shabu] </s>,TASD
1486041:0,"The atmosphere is nothing special , but it feels like a Sushi establishment in Tokyo . </s>",The review expressed [positive] opinion on [ambience general] for [atmosphere] </s>,TASD
1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance . </s>,"The review expressed [positive] opinion on [restaurant miscellaneous] for [owner], [positive] opinion on [restaurant miscellaneous] for [staff], [positive] opinion on [ambience general] for [ambiance] </s>",TASD
1486041:2,"Despite a slightly limited menu , everything prepared is done to perfection , ultra fresh and a work of food art . </s>","The review expressed [positive] opinion on [food quality] for [NULL], [positive] opinion on [food style_options] for [NULL], [negative] opinion on [food style_options] for [menu] </s>",TASD
1486041:3,I must give it Yon out of Yon stars ! </s>,The review expressed [positive] opinion on [restaurant general] for [NULL] </s>,TASD
1486041:4,Taxan delicious ! </s>,The review expressed [positive] opinion on [food quality] for [Taxan] </s>,TASD
1490757:0,"This restaurant was recommended by a local . . . as a matter of fact , he made the reservation for us and said we would not be disappointed ! </s>",The review expressed [positive] opinion on [restaurant general] for [NULL] </s>,TASD
1490757:2,The prices were CHEAP compared to the quality of service and food . </s>,"The review expressed [positive] opinion on [service general] for [service], [positive] opinion on [food quality] for [food], [positive] opinion on [restaurant prices] for [NULL] </s>",TASD
1490757:3,"We liked it so much , that we will always make it a point to dine here when we visit New York . </s>",The review expressed [positive] opinion on [restaurant general] for [NULL] </s>,TASD
1496205:1,The location and ambience is Ok but the food is what makes up for it . </s>,"The review expressed [positive] opinion on [food quality] for [food], [neutral] opinion on [ambience general] for [ambience], [neutral] opinion on [location general] for [location] </s>",TASD
1496205:2,There is a lot of variety even for people who eat vegetarian like me . </s>,The review expressed [positive] opinion on [food style_options] for [NULL] </s>,TASD
1496205:3,Try green curry with vegetables . </s>,The review expressed [positive] opinion on [food quality] for [green curry with vegetables] </s>,TASD
1496205:4,"The quantity is also very good , you will come out satisfied . </s>",The review expressed [positive] opinion on [food style_options] for [NULL] </s>,TASD
1496205:5,"The service is ok , some of the people didn ' t get what they asked for . </s>",The review expressed [neutral] opinion on [service general] for [service] </s>,TASD
1496707:0,I was there on sat . for my birthday and we had an excellent time . </s>,The review expressed [positive] opinion on [restaurant general] for [NULL] </s>,TASD
1496707:1,I had the best ravioli ever . </s>,The review expressed [positive] opinion on [food quality] for [ravioli] </s>,TASD
1496707:2,The wine the service was very good too . </s>,"The review expressed [positive] opinion on [service general] for [service], [positive] opinion on [drinks quality] for [wine] </s>",TASD
1496707:3,Moderate prices . </s>,The review expressed [neutral] opinion on [restaurant prices] for [NULL] </s>,TASD
1496707:4,A little noise but I think that was because of our party ! </s>,The review expressed [neutral] opinion on [ambience general] for [NULL] </s>,TASD
1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list . </s>,"The review expressed [positive] opinion on [restaurant general] for [trattoria], [positive] opinion on [ambience general] for [trattoria] </s>",TASD
1500453:2,"The food is delicious - from the specials to the regular menu - fare , the dishes are never a disappointment . </s>","The review expressed [positive] opinion on [food quality] for [food], [positive] opinion on [food quality] for [specials], [positive] opinion on [food quality] for [regular menu - fare], [positive] opinion on [food quality] for [dishes] </s>",TASD
1500453:3,"Whether it ' s the parmesean porcini souffle or the lamb glazed with balsamic vinegar , you will surely be transported to Northern Italy with one bite . </s>","The review expressed [positive] opinion on [food quality] for [parmesean porcini souffle], [positive] opinion on [food quality] for [lamb glazed with balsamic vinegar] </s>",TASD
1500453:4,"Although the tables may be closely situated , the candle - light , food - quality and service overcompensate . </s>","The review expressed [positive] opinion on [service general] for [service], [positive] opinion on [food quality] for [NULL], [positive] opinion on [ambience general] for [candle - light], [negative] opinion on [ambience general] for [tables] </s>",TASD
1500453:5,A guaranteeed delight ! </s>,The review expressed [positive] opinion on [restaurant general] for [NULL] </s>,TASD
1506491:0,"I have known about this secret for the last 13 years , Emilio ( the Godfather ) has continued to serve food and wine for the gods at mortal prices . </s>","The review expressed [positive] opinion on [food quality] for [food], [positive] opinion on [drinks prices] for [wine], [positive] opinion on [food prices] for [food], [positive] opinion on [drinks quality] for [wine] </s>",TASD
1506491:1,"If you go , try the marinara / arrabiatta sauce , the mozzarella en Carozza is mmmmmmmm . . . . . everything is just delicious . </s>",The review expressed [positive] opinion on [food quality] for [mozzarella en Carozza] </s>,TASD
1506491:2,Check out the secret back room . </s>,The review expressed [positive] opinion on [ambience general] for [back room] </s>,TASD
1506491:4,I pray it stays open forever . </s>,The review expressed [positive] opinion on [restaurant general] for [NULL] </s>,TASD
1506491:5,Thank You Emilio . </s>,The review expressed [positive] opinion on [restaurant general] for [Emilio] </s>,TASD
1538149:0,"I found the food , service and value exceptional everytime I have been there . </s>","The review expressed [positive] opinion on [service general] for [service], [positive] opinion on [food quality] for [food], [positive] opinion on [restaurant prices] for [NULL] </s>",TASD
1538149:1,The food was authentic . </s>,The review expressed [positive] opinion on [food quality] for [food] </s>,TASD
1538149:2,I felt as though I were eating in Paris . </s>,The review expressed [positive] opinion on [food quality] for [NULL] </s>,TASD
1538149:3,The service was excellent - friendly and attentive . </s>,The review expressed [positive] opinion on [service general] for [service] </s>,TASD
1538149:4,The prices are wonderfully low . </s>,The review expressed [positive] opinion on [restaurant prices] for [NULL] </s>,TASD
1538149:5,Very good wine choices . </s>,The review expressed [positive] opinion on [drinks style_options] for [wine choices] </s>,TASD
1543345:1,Who has room for Cheesesticks with the best pizza in NYC ! </s>,The review expressed [positive] opinion on [food quality] for [pizza] </s>,TASD
1543345:2,Get the pepperoni - YUM - and a family style salad . </s>,"The review expressed [positive] opinion on [food quality] for [pepperoni], [positive] opinion on [food quality] for [family style salad] </s>",TASD
1543345:3,Great staff . </s>,The review expressed [positive] opinion on [service general] for [staff] </s>,TASD
1543345:4,Always great service ! </s>,The review expressed [positive] opinion on [service general] for [service] </s>,TASD
1543345:5,I go twice a month ! </s>,The review expressed [positive] opinion on [restaurant general] for [NULL] </s>,TASD
1543345:6,Fantastic ! </s>,The review expressed [positive] opinion on [restaurant general] for [NULL] </s>,TASD
1561259:0,"The food is good , I can ' t lie . </s>",The review expressed [positive] opinion on [food quality] for [food] </s>,TASD
1561259:1,But the staff was so horrible to us . </s>,The review expressed [negative] opinion on [service general] for [staff] </s>,TASD
1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out . </s>,"The review expressed [negative] opinion on [service general] for [hostess], [negative] opinion on [service general] for [waitress] </s>",TASD
1561259:3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order . </s>,The review expressed [negative] opinion on [service general] for [waitress] </s>,TASD
1561259:4,"This place is pricey , and yes , the food is worth it ; but the service makes you feel like you should be paying a quater of the price . </s>","The review expressed [negative] opinion on [service general] for [service], [positive] opinion on [food quality] for [food], [negative] opinion on [restaurant prices] for [place] </s>",TASD
1561259:5,Save yourself the time and trouble and skip this one ! </s>,The review expressed [negative] opinion on [restaurant general] for [NULL] </s>,TASD
1572027:1,Amma is nothing special . </s>,The review expressed [neutral] opinion on [restaurant general] for [Amma] </s>,TASD
1572027:3,I ate here a week ago and found most dishes average at best and too expensive . </s>,"The review expressed [negative] opinion on [food quality] for [dishes], [negative] opinion on [food prices] for [dishes] </s>",TASD
1572027:4,Will not be back . </s>,The review expressed [negative] opinion on [restaurant general] for [NULL] </s>,TASD
1572033:0,"Don ' t dine at Tamarind for the vegetarian dishes , they are simply not up to par with the non - veg selections . </s>","The review expressed [positive] opinion on [food quality] for [non - veg selections], [negative] opinion on [food quality] for [vegetarian dishes] </s>",TASD
1572033:1,Decor is nice though service can be spotty . </s>,"The review expressed [negative] opinion on [service general] for [service], [positive] opinion on [ambience general] for [Decor] </s>",TASD
1572033:2,This place is always packed . </s>,The review expressed [neutral] opinion on [restaurant miscellaneous] for [place] </s>,TASD
1572033:4,"Most importantly , food is excellent . </s>",The review expressed [positive] opinion on [food quality] for [food] </s>,TASD
1572033:5,Try the sea bass . </s>,The review expressed [positive] opinion on [food quality] for [sea bass] </s>,TASD
1572033:6,Highly recommended . </s>,The review expressed [positive] opinion on [restaurant general] for [NULL] </s>,TASD
1573534:0,First of all Dal Bukhara Rocks . </s>,The review expressed [positive] opinion on [food quality] for [Dal Bukhara] </s>,TASD
1573534:3,I am happy i did the food was awsome . </s>,The review expressed [positive] opinion on [food quality] for [food] </s>,TASD
1573534:4,JUST AWSOME . </s>,The review expressed [positive] opinion on [food quality] for [NULL] </s>,TASD
1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs . </s>,"The review expressed [positive] opinion on [food quality] for [Dal Bukhara], [positive] opinion on [food quality] for [kababs] </s>",TASD
1573534:7,but overall i give it a 10 </s>,The review expressed [positive] opinion on [restaurant general] for [NULL] </s>,TASD
1573534:8,10 </s>,The review expressed [positive] opinion on [restaurant general] for [NULL] </s>,TASD
1577714:1,Haru on Park S is simply disgusting . </s>,The review expressed [negative] opinion on [restaurant general] for [Haru on Park S] </s>,TASD
1577714:2,The fish was not fresh and the rice tasted old and stale . </s>,"The review expressed [negative] opinion on [food quality] for [fish], [negative] opinion on [food quality] for [rice] </s>",TASD
1577714:3,"Quite frankly , this is some of the worst sushi I have ever tried . </s>",The review expressed [negative] opinion on [food quality] for [sushi] </s>,TASD
1577714:4,Will never be back . </s>,The review expressed [negative] opinion on [restaurant general] for [NULL] </s>,TASD
1586174:0,honestly the worst sushi my husband and i had in our entire lives . </s>,The review expressed [negative] opinion on [food quality] for [sushi] </s>,TASD
1586174:2,not sure why this restaurant would be rated that highly . </s>,The review expressed [negative] opinion on [restaurant general] for [restaurant] </s>,TASD
1586174:3,the all - u - can - eat sushi is definitely in very poor quality . </s>,The review expressed [negative] opinion on [food quality] for [all - u - can - eat sushi] </s>,TASD
1586174:4,"limited menu , no - so - fresh ingredients , thinly - sliced fish , fall - apart rice . </s>","The review expressed [negative] opinion on [food quality] for [ingredients], [negative] opinion on [food style_options] for [menu], [negative] opinion on [food style_options] for [fish], [negative] opinion on [food style_options] for [rice] </s>",TASD
1586174:5,"the only things u could really taste are the very salty soy sauce ( even its low sodium ) , the vinegar - soaked rice , and the scallion on top of the fish . </s>","The review expressed [negative] opinion on [food quality] for [soy sauce], [negative] opinion on [food quality] for [rice] </s>",TASD
1586174:6,the waitstaffs are nice though . </s>,The review expressed [positive] opinion on [service general] for [waitstaffs] </s>,TASD
1586174:7,wont come back again for sure ! </s>,The review expressed [negative] opinion on [restaurant general] for [NULL] </s>,TASD
1603698:0,I have been to Roth ' s twice and both times were very disappointing . </s>,The review expressed [negative] opinion on [restaurant general] for [NULL] </s>,TASD
1603698:2,"Both times I was extremely dissappointed by the service , which was boarderline rude . </s>",The review expressed [negative] opinion on [service general] for [service] </s>,TASD
