prefix,input_text,target_text
ASD,"My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",The review expressed [conflict] opinion on [service]
ASD,We generally like good restaurants and eat out often but Kai was way to expensive for what we got.,The review expressed [negative] opinion on [price]
ASD,What a great place.,The review expressed [positive] opinion on [anecdotes]
ASD,The sangria was pretty tasty and good on a hot muggy day.,The review expressed [positive] opinion on [food]
ASD,Don't eat here unless you're starving for thai food and you work next door.,The review expressed [negative] opinion on [anecdotes]
ASD,This tiny Williamsburg spot is always pleasantly surprising.,The review expressed [positive] opinion on [anecdotes]
ASD,"For the people who want great food plus great service, Roxy is a place to AVOID!","The review expressed [negative] opinion on [food], [negative] opinion on [service]"
ASD,I had the best ravioli ever.,The review expressed [positive] opinion on [food]
ASD,"While the menu isn't especially groundbreaking, everything I've tried so far has been well-executed and tasty.",The review expressed [conflict] opinion on [food]
ASD,Ive been here a bunch of times now and the service is always outstanding.,The review expressed [positive] opinion on [service]
ASD,The bill is approximately $25 for 2 at lunch without drinks.,The review expressed [neutral] opinion on [price]
ASD,"Quite frankly, this is some of the worst sushi I have ever tried.",The review expressed [negative] opinion on [food]
ASD,"The food is great, service is ok.","The review expressed [positive] opinion on [food], [neutral] opinion on [service]"
ASD,"The overall price tag was very very expensive, something I did expect.",The review expressed [negative] opinion on [price]
ASD,"By the time we were done, it was past 1:00am.",The review expressed [neutral] opinion on [anecdotes]
ASD,"Spice is great Thai food, love the inexpensive appetizers.","The review expressed [positive] opinion on [price], [positive] opinion on [food]"
ASD,"Read all the other review, they'll confirm it.",The review expressed [neutral] opinion on [anecdotes]
ASD,Even after they overcharged me the last time I was there.,The review expressed [negative] opinion on [service]
ASD,The service was attentive.,The review expressed [positive] opinion on [service]
ASD,"He not only makes his own homemade mozzarella, but every pie is ultra fresh.",The review expressed [positive] opinion on [food]
ASD,Fish was overdone.,The review expressed [negative] opinion on [food]
ASD,"Great idea and base for restaurant, but work on the details, people who think this was good need to go back to the shore towns and rethink what it should have tasted like.",The review expressed [conflict] opinion on [anecdotes]
ASD,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",The review expressed [positive] opinion on [ambience]
ASD,We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.,"The review expressed [positive] opinion on [food], [positive] opinion on [service]"
ASD,I have been twice to this restaurant.,The review expressed [neutral] opinion on [anecdotes]
ASD,also make sure you pay attention to the music being piped in - quite a weird selection.,The review expressed [neutral] opinion on [ambience]
ASD,You could get a much better dining experience for the same amount of money in a lot of other French Bistros.,The review expressed [negative] opinion on [anecdotes]
ASD,The establishment scores big points in presentation and style.,The review expressed [positive] opinion on [ambience]
ASD,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.","The review expressed [negative] opinion on [price], [positive] opinion on [food]"
ASD,Good food.,The review expressed [positive] opinion on [food]
ASD,"The wait staff is very friendly, if not overly efficient.",The review expressed [positive] opinion on [service]
ASD,Surprisingly nothing could be further from the truth.,The review expressed [positive] opinion on [anecdotes]
ASD,The dim sum however was very good.,The review expressed [positive] opinion on [food]
ASD,It's better than being on the roof of Sutton Place with 19 year old interns jabbing you in the ribs all night.,The review expressed [positive] opinion on [anecdotes]
ASD,Service has always been friendly and efficient.,The review expressed [positive] opinion on [service]
ASD,Went there and had a combination of different seafood dishes and appetizers.,The review expressed [neutral] opinion on [food]
ASD,Its a great place for a casual date or to entertain clients for lunch.,The review expressed [positive] opinion on [anecdotes]
ASD,All we received was an apology as we left to see our show without dinner.,The review expressed [negative] opinion on [service]
ASD,The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,The review expressed [negative] opinion on [service]
ASD,Prices are very good.,The review expressed [positive] opinion on [price]
ASD,"We could not catch our waiter's eye, and he ignored us.",The review expressed [negative] opinion on [service]
ASD,Fantastic place.,The review expressed [positive] opinion on [anecdotes]
ASD,Plain and simple it's bad thai food.,The review expressed [negative] opinion on [food]
ASD,Definitely not a restaurant to skip!,The review expressed [positive] opinion on [anecdotes]
ASD,They refuse to seat parties of 3 or more on weekends.,The review expressed [negative] opinion on [service]
ASD,Usually 3 vs. 4 items per dish.,The review expressed [neutral] opinion on [food]
ASD,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",The review expressed [conflict] opinion on [food]
ASD,"The Dim Sum was so-so, but not spectacular.",The review expressed [neutral] opinion on [food]
ASD,The food was so-so.,The review expressed [neutral] opinion on [food]
ASD,"The waitress, seems to be more concerned of looking good than actually waitressing.",The review expressed [negative] opinion on [service]
ASD,"The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.",The review expressed [positive] opinion on [ambience]
ASD,What a ripoff!,The review expressed [negative] opinion on [price]
ASD,Threw my fiance's surprise 30th birthday dinner here couldn't be happier.,The review expressed [positive] opinion on [anecdotes]
ASD,You can do it here.,The review expressed [neutral] opinion on [anecdotes]
ASD,Food-awesome.,The review expressed [positive] opinion on [food]
ASD,"good music, great food, speedy service affordable prices.","The review expressed [positive] opinion on [price], [positive] opinion on [food], [positive] opinion on [ambience], [positive] opinion on [service]"
ASD,"There was a small wait, but shorter than I expected.",The review expressed [conflict] opinion on [anecdotes]
ASD,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,"The review expressed [negative] opinion on [price], [conflict] opinion on [food]"
ASD,"May, the owner always has a smile on her and will warmly greet you.",The review expressed [positive] opinion on [service]
ASD,I've lived in NY for 5 years and this place has it all.,The review expressed [positive] opinion on [anecdotes]
ASD,I just read Mocaramel's review and felt compelled to respond.,The review expressed [neutral] opinion on [anecdotes]
ASD,The sides were ok and incredibly salty.,The review expressed [negative] opinion on [food]
ASD,It hits the spot every time,The review expressed [positive] opinion on [anecdotes]
ASD,"For some reason, all the seafood on the menu was unavailable except for the Salmon.",The review expressed [negative] opinion on [food]
ASD,"Not a large place, but it's cute and cozy.",The review expressed [conflict] opinion on [ambience]
ASD,Don't be fooled by crowds of people.,The review expressed [negative] opinion on [anecdotes]
ASD,and there's no way out.,The review expressed [neutral] opinion on [anecdotes]
ASD,"The beverages were excellent, and the dessert was good.",The review expressed [positive] opinion on [food]
ASD,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,The review expressed [negative] opinion on [service]
ASD,"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.",The review expressed [conflict] opinion on [food]
ASD,"Please if your thinking about it go, and stay the wait you won't be disappointed.",The review expressed [conflict] opinion on [anecdotes]
ASD,I must say the view of NYC is so beautiful!,The review expressed [positive] opinion on [ambience]
ASD,"If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope.",The review expressed [positive] opinion on [food]
ASD,"When going out for a nice dinner, I like a nice ambiance as well as very good food.",The review expressed [neutral] opinion on [anecdotes]
ASD,"For all you lazy folks that don't want to come to Alphabet City, I say, good - stay out.",The review expressed [neutral] opinion on [anecdotes]
ASD,"Otherwise, this place has great service and prices and a nice friendly atmosphere.","The review expressed [positive] opinion on [price], [positive] opinion on [ambience], [positive] opinion on [service]"
ASD,Highly recommend this as great value for excellent sushi and service.,"The review expressed [positive] opinion on [price], [positive] opinion on [food], [positive] opinion on [service]"
ASD,This place would be so much better served by being run by a group that actually understands customer service.,The review expressed [negative] opinion on [service]
ASD,A++   The service was good to excellent along with the attitude.,The review expressed [positive] opinion on [service]
ASD,"This is my fourth try over a two year period, and I'm done.",The review expressed [negative] opinion on [anecdotes]
ASD,The food is awesome - definitely try the striped bass.,The review expressed [positive] opinion on [food]
ASD,"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander.",The review expressed [conflict] opinion on [ambience]
ASD,black white shakes came out good also.,The review expressed [positive] opinion on [food]
ASD,It's simply the best meal in NYC.,The review expressed [positive] opinion on [anecdotes]
ASD,Probably would not go again...,The review expressed [negative] opinion on [anecdotes]
ASD,After passing by this restaurant for sometime I finally decided to go in and have dinner.,The review expressed [neutral] opinion on [anecdotes]
ASD,"The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.",The review expressed [negative] opinion on [ambience]
ASD,I ordered the chu chu curry and my friend ordered the pad thai chicken.,The review expressed [neutral] opinion on [food]
ASD,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,The review expressed [neutral] opinion on [food]
ASD,Tuk Tuk is my second favorite neighborhood Thai place (the first being Joya).,The review expressed [positive] opinion on [anecdotes]
ASD,"However, they've got the most amazing pastrami and the soups hit the spot.",The review expressed [positive] opinion on [food]
ASD,Great bagels made the old-fashioned way.,The review expressed [positive] opinion on [food]
ASD,"This is some really good, inexpensive sushi.","The review expressed [positive] opinion on [price], [positive] opinion on [food]"
ASD,"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.",The review expressed [positive] opinion on [food]
ASD,"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.",The review expressed [negative] opinion on [food]
ASD,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,The review expressed [negative] opinion on [service]
ASD,The pizza is delicious and the proprietor is one of the nicest in NYC.,"The review expressed [positive] opinion on [food], [positive] opinion on [service]"
ASD,"Also good for client lunch meetings, esp.",The review expressed [positive] opinion on [anecdotes]
ASD,For $600 ( the most we have ever paid) not even waving a magic wand will ever get us back for a repeat performance.,The review expressed [negative] opinion on [price]
ASD,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.","The review expressed [positive] opinion on [price], [positive] opinion on [food], [positive] opinion on [ambience]"
ASD,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,"The review expressed [positive] opinion on [food], [positive] opinion on [service]"
ASD,The setting is casual and romantic.,The review expressed [positive] opinion on [ambience]
ASD,IT WAS HORRIBLE.,The review expressed [negative] opinion on [anecdotes]
ASD,"Terrible, terrible management - deserves to be shut-down.",The review expressed [negative] opinion on [service]
ASD,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.","The review expressed [positive] opinion on [food], [positive] opinion on [service]"
ASD,The desserts are more appealing then stuffy overpriced French restaurants.,The review expressed [positive] opinion on [food]
ASD,"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...","The review expressed [positive] opinion on [food], [conflict] opinion on [service]"
ASD,"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",The review expressed [conflict] opinion on [service]
ASD,"I found the food to be outstanding, particulary the salmon dish I had.",The review expressed [positive] opinion on [food]
ASD,Mizu is home to creative and unique rolls not to found anywhere else.,The review expressed [positive] opinion on [food]
ASD,"The New York Times has reviewed this place three times already, you know it's going to be good.",The review expressed [positive] opinion on [anecdotes]
ASD,Baluchi's has solid food and a nice decor at reasonable prices.,"The review expressed [positive] opinion on [price], [positive] opinion on [food], [positive] opinion on [ambience]"
ASD,"Emilio, the owner, is often sitting in the front table greeting guests as they come and go.",The review expressed [positive] opinion on [service]
ASD,I have been to spice three times- twice during lunch and once at dinner.,The review expressed [neutral] opinion on [anecdotes]
ASD,"Moules were excellent, lobster ravioli was VERY salty!",The review expressed [conflict] opinion on [food]
ASD,I came to this restaurant expecting to be surprised but left bored and overcharged.,"The review expressed [negative] opinion on [price], [negative] opinion on [anecdotes]"
ASD,"A cheap eat for NYC, but not for dosa.",The review expressed [conflict] opinion on [price]
ASD,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,"The review expressed [negative] opinion on [ambience], [conflict] opinion on [service]"
ASD,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",The review expressed [positive] opinion on [food]
ASD,i don't usually order wine with indian so i can't comment on their wine list or their wines.,The review expressed [neutral] opinion on [food]
ASD,Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,The review expressed [positive] opinion on [food]
ASD,"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",The review expressed [negative] opinion on [price]
ASD,"Really though, where's the seasoning?",The review expressed [negative] opinion on [food]
ASD,"The food was just OK, at least for what food was available.",The review expressed [negative] opinion on [food]
ASD,"by dinner time, they turn it around and mount a huge comeback!!",The review expressed [positive] opinion on [anecdotes]
ASD,The waitress was very patient with us and the food is phenomenal!,"The review expressed [positive] opinion on [food], [positive] opinion on [service]"
ASD,"The ambience was nice, but service wasn't so great.","The review expressed [positive] opinion on [ambience], [negative] opinion on [service]"
ASD,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.","The review expressed [positive] opinion on [food], [positive] opinion on [service]"
ASD,The people that work there are always so friendly you forget you are in New York sometimes.,The review expressed [positive] opinion on [service]
ASD,"We didn't even see a menu, as our waiter described both the specials and the main dishes.",The review expressed [positive] opinion on [service]
ASD,The location and ambience is Ok but the food is what makes up for it.,"The review expressed [positive] opinion on [food], [neutral] opinion on [ambience]"
ASD,"otherwise, good stuff for late nite eats.",The review expressed [positive] opinion on [food]
ASD,"The dinner was ok, nothing I would have again.",The review expressed [negative] opinion on [food]
ASD,It is thick and slightly soggy.,The review expressed [negative] opinion on [food]
ASD,Its not the same if you have to sit inside.,The review expressed [neutral] opinion on [ambience]
ASD,I love and I know gourmet food by excellence!,The review expressed [positive] opinion on [food]
ASD,"I plan to come here again and look forward to trying their assortment of bruschetta, panini's.....","The review expressed [positive] opinion on [anecdotes], [positive] opinion on [food]"
ASD,Great people watching as others do the same to you.,The review expressed [positive] opinion on [ambience]
ASD,Maybe it was just an unintentional mistake but I've experienced the same with other restaurants so I don't appreciate such practice.,The review expressed [negative] opinion on [anecdotes]
ASD,"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.","The review expressed [positive] opinion on [food], [positive] opinion on [service]"
ASD,He offers subpar service and has no personality.,The review expressed [negative] opinion on [service]
ASD,"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.","The review expressed [positive] opinion on [food], [positive] opinion on [service]"
ASD,I'm going back.,The review expressed [positive] opinion on [anecdotes]
ASD,Diner food at bistro prices is a bummer....,The review expressed [negative] opinion on [price]
ASD,My friends and I have been going here regularly for two years.,The review expressed [neutral] opinion on [anecdotes]
ASD,"wow! how have i missed this one ,tried Long Tan last week for the first time and now know what the NY TIMES and many more in the neighborhood already knew.",The review expressed [positive] opinion on [anecdotes]
ASD,"Go there on an empty stomach and leave feeling like a baby Veal Calf(ok bad joke), but you will see.",The review expressed [positive] opinion on [anecdotes]
ASD,"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.","The review expressed [positive] opinion on [food], [negative] opinion on [ambience]"
ASD,Me and my girls will definitely go back.,The review expressed [positive] opinion on [anecdotes]
ASD,"The first time the sushi was outstanding, the second time it was a little bland.",The review expressed [conflict] opinion on [food]
ASD,The portions are large and the servers always surprise us with a different starter.,"The review expressed [positive] opinion on [food], [positive] opinion on [service]"
ASD,"delicious bagels, especially when right out of the oven.",The review expressed [positive] opinion on [food]
ASD,Ive passed by the spot tons of times always wanting to go in.,The review expressed [neutral] opinion on [anecdotes]
ASD,All the food was hot tasty.,The review expressed [positive] opinion on [food]
ASD,Have been several times and it never dissapoints.,The review expressed [positive] opinion on [anecdotes]
ASD,This is one great place to eat pizza more out but not a good place for take-out pizza.,The review expressed [conflict] opinion on [food]
ASD,Our server was very helpful and friendly.,The review expressed [positive] opinion on [service]
ASD,Try green curry with vegetables.,The review expressed [positive] opinion on [food]
ASD,Would recommend this place as a good date spot if you don't want to drop a ton of cash.,"The review expressed [positive] opinion on [price], [positive] opinion on [anecdotes]"
ASD,While I'm not sure that this happens all the time-this is the kind of treatment that buys repeat business!,The review expressed [positive] opinion on [service]
ASD,This place was not ALL THAT!,The review expressed [negative] opinion on [anecdotes]
ASD,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",The review expressed [negative] opinion on [ambience]
ASD,"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.","The review expressed [positive] opinion on [ambience], [positive] opinion on [service]"
ASD,Much more reasonably priced too!,The review expressed [positive] opinion on [price]
ASD,"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",The review expressed [neutral] opinion on [anecdotes]
ASD,"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",The review expressed [negative] opinion on [food]
ASD,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,The review expressed [positive] opinion on [anecdotes]
ASD,Others have to go to other restaurants and feel sad until they're eaten.,The review expressed [neutral] opinion on [anecdotes]
ASD,Why make a reservation if you aren't going to keep it?,The review expressed [negative] opinion on [service]
ASD,"The Pad Thai is excellent here, as well.",The review expressed [positive] opinion on [food]
ASD,Big and gawky on the outside.,The review expressed [negative] opinion on [ambience]
ASD,I have been to Mary's many times and I like it.,The review expressed [positive] opinion on [anecdotes]
ASD,"Searching to get out from the cold, freezing weather, we went into what we thought was a deli.",The review expressed [negative] opinion on [anecdotes]
ASD,I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,The review expressed [negative] opinion on [food]
ASD,HIGHLY RECOMMENDED!!!!!,The review expressed [positive] opinion on [anecdotes]
ASD,This is the best thing in Soho.,The review expressed [positive] opinion on [anecdotes]
ASD,Went here last night and had a pleasant experience.,The review expressed [positive] opinion on [anecdotes]
ASD,"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.","The review expressed [positive] opinion on [anecdotes], [positive] opinion on [food]"
ASD,I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,The review expressed [neutral] opinion on [anecdotes]
ASD,"For $760 for 2 people, it's a once in a lifetime experience.",The review expressed [negative] opinion on [price]
ASD,"The food is o.k., but not any better than what you get at a good neighborhood restaurant.",The review expressed [neutral] opinion on [food]
ASD,We had the pot-stickers which were great and a tempura dish that was great.,The review expressed [positive] opinion on [food]
ASD,I think the stuff was better than Disney.,The review expressed [positive] opinion on [service]
ASD,"After reading the good reviews of this restaurant, I decided to give it a try with two friends.",The review expressed [neutral] opinion on [anecdotes]
ASD,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.","The review expressed [positive] opinion on [price], [negative] opinion on [anecdotes], [negative] opinion on [food], [positive] opinion on [ambience]"
ASD,"Orsay, is without a doubt one of the best values for authentic French food in NYC.",The review expressed [positive] opinion on [food]
ASD,I had been searching really hard for a restaurant in New York where I could really feel unwanted and ignored and I finally found it!,The review expressed [negative] opinion on [service]
ASD,It's definately not a place to go if you want to impress someone.,The review expressed [negative] opinion on [anecdotes]
ASD,"Well, their deliveries take for ever and the food is usually cold.","The review expressed [negative] opinion on [food], [negative] opinion on [service]"
ASD,The staff is no nonsense.,The review expressed [positive] opinion on [service]
ASD,Chinese Desserts are known for healthful benefits in addition to the sweetness.,The review expressed [positive] opinion on [food]
ASD,Wonderful at holiday time.,The review expressed [positive] opinion on [anecdotes]
ASD,And really large portions.,The review expressed [positive] opinion on [food]
ASD,The place is a lot of fun.,The review expressed [positive] opinion on [anecdotes]
ASD,This is a great Thai restaurant with a very friendly staff.,"The review expressed [positive] opinion on [anecdotes], [positive] opinion on [service]"
ASD,"Have eaten at Ginger House several times, and it's always good.",The review expressed [positive] opinion on [anecdotes]
ASD,I ordered the smoked salmon and roe appetizer and it was off flavor.,The review expressed [negative] opinion on [food]
ASD,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",The review expressed [positive] opinion on [food]
ASD,"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",The review expressed [positive] opinion on [food]
ASD,"As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.",The review expressed [positive] opinion on [anecdotes]
ASD,"To give you an idea of how good we thought it was, we ended up going to Ping's three weekends in a row!!!",The review expressed [positive] opinion on [anecdotes]
ASD,"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",The review expressed [neutral] opinion on [anecdotes]
ASD,"The menu was impressive with selections ranging from a burger, to steak, to escargot.",The review expressed [positive] opinion on [food]
ASD,"In fact, two people could really share one plate.",The review expressed [positive] opinion on [food]
ASD,The food is great and authentic.,The review expressed [positive] opinion on [food]
ASD,This was a repeat visit and we'll definitely be back again.,The review expressed [positive] opinion on [anecdotes]
ASD,during happy hour!,The review expressed [neutral] opinion on [anecdotes]
ASD,Good for casual dinner with jeans and sneakers.,The review expressed [positive] opinion on [anecdotes]
ASD,Love YUKA.,The review expressed [positive] opinion on [anecdotes]
ASD,"Anyway, the food is good, the price is right and they have a decent wine list.","The review expressed [positive] opinion on [price], [positive] opinion on [food]"
ASD,"Go, go, hurry, before everyone finds out about it.",The review expressed [positive] opinion on [anecdotes]
ASD,Prices are higher to dine in and their chicken tikka marsala is quite good.,"The review expressed [negative] opinion on [price], [positive] opinion on [food]"
ASD,I am bringing my whole family back next time.,The review expressed [positive] opinion on [anecdotes]
ASD,This place has many different styles of pizza and they are all amazing.,The review expressed [positive] opinion on [food]
ASD,The photos of the restaurant in its web site are way better than the real look.,The review expressed [negative] opinion on [ambience]
ASD,The food was lousy - too sweet or too salty and the portions tiny.,The review expressed [negative] opinion on [food]
ASD,But the coconut rice was good.,The review expressed [positive] opinion on [food]
ASD,It took them 25 minutes to bring our appetizer.,The review expressed [negative] opinion on [service]
ASD,A guaranteeed delight!,The review expressed [positive] opinion on [anecdotes]
ASD,I have been coming to this neighborhood spot for years.,The review expressed [neutral] opinion on [anecdotes]
ASD,Overall I would recommend it and go back again.,The review expressed [positive] opinion on [anecdotes]
ASD,The food was great.,The review expressed [positive] opinion on [food]
ASD,Pair you food with the excellent beers on tap or their well priced wine list.,"The review expressed [positive] opinion on [price], [positive] opinion on [food]"
ASD,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,"The review expressed [negative] opinion on [price], [negative] opinion on [ambience]"
ASD,All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,The review expressed [positive] opinion on [food]
ASD,"Anyway, this is the last time I cross the williamsburg.",The review expressed [negative] opinion on [anecdotes]
ASD,Metrazur has a beautiful spot overlooking the main terminal.,The review expressed [positive] opinion on [ambience]
ASD,Friendly staff that actually lets you enjoy your meal and the company you're with.,The review expressed [positive] opinion on [service]
ASD,"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.",The review expressed [neutral] opinion on [anecdotes]
ASD,Guess the 555Soul ads didn't launch her big modeling career.,The review expressed [neutral] opinion on [anecdotes]
ASD,The restaurant is rather small but we were lucky to get a table quickly.,"The review expressed [negative] opinion on [ambience], [positive] opinion on [service]"
ASD,"Besides, we were on vacation!",The review expressed [neutral] opinion on [anecdotes]
ASD,I love this cozy around the way Rest.,The review expressed [positive] opinion on [ambience]
ASD,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.","The review expressed [positive] opinion on [price], [positive] opinion on [food]"
ASD,Don't leave without trying One Night in Tokyo.,The review expressed [positive] opinion on [anecdotes]
ASD,Save yourself the time and trouble and skip this one!,The review expressed [negative] opinion on [anecdotes]
ASD,This is my favorite Italian restaurant in all of New York City.,The review expressed [positive] opinion on [anecdotes]
ASD,"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",The review expressed [negative] opinion on [ambience]
ASD,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,"The review expressed [positive] opinion on [price], [positive] opinion on [food]"
ASD,"But, they were too big for the bun.",The review expressed [negative] opinion on [food]
ASD,"The food is fresh, delicious, and reasonably priced.","The review expressed [positive] opinion on [price], [positive] opinion on [food]"
ASD,Raga stands out with an interesting fusion of French and Indian cooking.,The review expressed [positive] opinion on [food]
ASD,"A few tips: skip the turnip cake, roast pork buns and egg custards.",The review expressed [negative] opinion on [food]
ASD,The bagels are fabulous.,The review expressed [positive] opinion on [food]
ASD,"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",The review expressed [negative] opinion on [service]
ASD,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,"The review expressed [positive] opinion on [ambience], [positive] opinion on [service]"
ASD,"The food was very good, a great deal, and the place its self was great.","The review expressed [positive] opinion on [food], [positive] opinion on [ambience]"
ASD,The food options rule.,The review expressed [positive] opinion on [food]
ASD,A great choice at any cost and a great deal.,"The review expressed [positive] opinion on [price], [positive] opinion on [anecdotes]"
ASD,"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",The review expressed [negative] opinion on [food]
ASD,"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",The review expressed [neutral] opinion on [food]
ASD,Definately check it out!!!,The review expressed [positive] opinion on [anecdotes]
ASD,"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).",The review expressed [neutral] opinion on [ambience]
ASD,"Their calzones are horrific, bad, vomit-inducing, YUCK.",The review expressed [negative] opinion on [food]
ASD,It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,The review expressed [negative] opinion on [service]
ASD,The place itself is beautiful the bar scene seems to be happening.,The review expressed [positive] opinion on [ambience]
ASD,"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.",The review expressed [positive] opinion on [service]
ASD,"Good spreads, great beverage selections and bagels really tasty.",The review expressed [positive] opinion on [food]
ASD,"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",The review expressed [negative] opinion on [service]
ASD,We will be back.,The review expressed [positive] opinion on [anecdotes]
ASD,"Also, top the meal with a delicious and perfect slice of tiramisu.",The review expressed [positive] opinion on [food]
ASD,It seems like this is a place the locals like and the people working here liked it too.,The review expressed [positive] opinion on [anecdotes]
ASD,Check out the secret back room.,The review expressed [positive] opinion on [ambience]
ASD,"It's also attached to Angel's Share, which is a cool, more romantic bar...",The review expressed [positive] opinion on [ambience]
ASD,"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.","The review expressed [positive] opinion on [food], [positive] opinion on [service]"
ASD,Stick to the gulab jamun.,The review expressed [positive] opinion on [food]
ASD,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.","The review expressed [positive] opinion on [price], [positive] opinion on [food], [positive] opinion on [ambience], [positive] opinion on [service]"
ASD,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,"The review expressed [negative] opinion on [ambience], [negative] opinion on [service]"
ASD,With the theater 2 blocks away we had a delicious meal in a beautiful room.,"The review expressed [positive] opinion on [food], [positive] opinion on [ambience]"
ASD,"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.","The review expressed [positive] opinion on [anecdotes], [negative] opinion on [ambience]"
ASD,We were not dissappointed in the least bit by this little gem.,The review expressed [positive] opinion on [anecdotes]
ASD,Also very inexpensive.,The review expressed [positive] opinion on [price]
ASD,"We've only eaten in the restaurant once, but we have ordered many times for dinner.",The review expressed [neutral] opinion on [anecdotes]
ASD,I got enough reasons to keep coming back!!!,The review expressed [positive] opinion on [anecdotes]
ASD,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,The review expressed [positive] opinion on [food]
ASD,The food is great and reasonably priced.,"The review expressed [positive] opinion on [price], [positive] opinion on [food]"
ASD,The characters really make for an enjoyable experience.,The review expressed [positive] opinion on [ambience]
ASD,I would definitely recommend SEA if you like thai cuisine!,The review expressed [positive] opinion on [food]
