input_text_ids,input_text,target_text,prefix
1387314:2,The filet mignon dish was superb !,filet mignon dish,TD
1387314:3,I would defiantly come back here again as one of my top choices .,NULL,TD
1387314:4,It ' s a small cute restaurant .,restaurant,TD
1390357:0,I absolutely love this place ! ! !,place,TD
1390357:2,"I like the ambience , it ' s very dark and original .",ambience,TD
1390357:4,The sushi is amazing ! ! !,sushi,TD
1390357:5,And amazingly cheap .,NULL,TD
1390357:6,Big thumbs up !,NULL,TD
1394712:0,Very affordable and excellent ambient !,NULL ~~ ambient,TD
1394712:1,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai .,beef and noodle soup dishes,TD
1394712:2,We were very disappointed .,NULL,TD
1394712:3,We won ' t go to this place again for a good meal .,meal,TD
1394712:4,"However , I think this place is a good hang out spot .",place,TD
1395421:0,My Girlfriend and I stumbled onto this hopping place the other night and had a great time !,place,TD
1395421:1,THe Pizza and wine were excellent - the service too - - but what really MADE this place was the backyard dining area .,service ~~ Pizza ~~ backyard dining area ~~ wine,TD
1395421:2,It is one the nicest outdoor restaurants I have ever seen in NY - - I am from Italy and this place rivals the ones in my country .,outdoor restaurants,TD
1395421:3,"They tell me they are going to cover the garden in glass for the winter , so i ' m looking forward to going there on a snowy night to enjoy it .",NULL,TD
1395421:4,Check this place out !,place,TD
1395421:5,HIGHLY RECOMMENDED ! ! ! ! !,NULL,TD
1398844:0,"First of all , this place is * not * romantic , as claimed by Citysearch ' s editorial review .",place,TD
1398844:1,"Either that , or the editor ' s idea of romance must be sharing a conversation with the next table , while trying to speak louder than the traffic on 57th .",NULL,TD
1398844:2,"The tables are crammed way too close , the menu is typical of any Italian restaurant , and the wine list is simply overpriced .",menu ~~ wine list ~~ tables,TD
1398844:3,Slightly above average wines start at $ 70 + with only one selection listed at $ 30 + .,wines ~~ wines,TD
1398844:4,Service is not what one would expect from a joint in this price category .,Service,TD
1398844:5,"For instance , plates were just dumped on the table , I was handed the wine list upside down , etc . . . .",NULL,TD
1398844:6,Somehow working the italian charm with constant mille grazie does not constitute proper service .,service,TD
1398844:7,"To be completely fair , the only redeeming factor was the food , which was above average , but couldn ' t make up for all the other deficiencies of Teodora .",Teodora ~~ food,TD
1404042:1,Not one of our meals was edible - bland and / or made with weird rosemary or orange flavoring .,meals ~~ rosemary or orange flavoring,TD
1404042:2,Fish was overdone .,Fish,TD
1404042:3,"Cute place , nice wait staff but would never go there again .",place ~~ wait staff ~~ place,TD
1404042:4,Someone else recommended the dessert - we also left that .,dessert,TD
1404042:5,One of us actually liked the expresso - that ' s it .,expresso,TD
1404042:6,"Skip this restaurant , it ' s a big disappointment .",restaurant,TD
1410878:0,Myagi is one of my favorite restaurants in the City ; the place the negative reviews describe sound like they were somewhere else .,Myagi,TD
1410878:1,I ' ve never had bad service and the fish is fresh and delicious .,service ~~ fish,TD
1410878:2,Their tuna tartar appetizer is to die for .,tuna tartar appetizer,TD
1413697:0,"I come from a family of pizzeria owners , and I ' m almost ashamed to say that the pizza in Fornino ' s blows my families receipies away .",pizza,TD
1413697:1,It is simply amazing .,NULL,TD
1413697:2,The place is so cool and the service is prompt and curtious .,service ~~ place,TD
1413697:3,I highly recommend to anyone to give this place a try .,place,TD
1413697:4,You will find yourself returning quite often .,NULL,TD
1417496:0,A restaurant that doesn ' t try to do anything except serve great food with great service in a pleasant atmosphere .,service ~~ food ~~ atmosphere,TD
1417496:1,No gimmicks here - - the food speaks for itself in its freshness and preparation .,food,TD
1417496:2,The dining room is quietly elegant with no music to shout over - - how refreshing !,dining room,TD
1417496:3,"The service was impeccable and unobtrusive - - the staff knows what they are there to do - - to know their menu , present your meal , and attend to your needs .",service ~~ staff,TD
1417496:4,"Looking around , I saw a room full of New Yorkers enjoying a real meal in a real restaurant , not a clubhouse of the fabulous trying to be seen .",meal ~~ restaurant,TD
1417496:5,Beautiful experience .,NULL,TD
1430994:0,The view is breathtaking the service is top notch . . . the ambiance is wonderfull .,service ~~ ambiance ~~ view,TD
1430994:1,The staff offers impeccable service .,staff,TD
1430994:2,I had Lobster Bisque it has 2 oz . of Maine Lobster in it .,Lobster Bisque,TD
1430994:3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque .,New England Chowder ~~ Lobster Bisque,TD
1430994:5,It was divine melts in your mouth .,NULL,TD
1430994:6,My boyfriend had Prime Rib it was good .,Prime Rib,TD
1430994:7,We didn ' t want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough .,bottles of Korbett,TD
1430994:9,It ' s cuz it ' s so good you need to taste it ! ! !,NULL,TD
1430994:10,All in all we ' re already coming up with excuses to go ahead really soon in the next few wks ! ! ! !,NULL,TD
1431154:0,My wife and I ate here earlier this week and have not stopped ranting and raving about the food .,food,TD
1431154:1,If you like spicy food get the chicken vindaloo .,chicken vindaloo,TD
1431154:2,It ' s very spicy but not offensive .,NULL,TD
1431154:3,We will definitely go back .,NULL,TD
1432551:0,Go to Volare for 1st class service and terrific food .,service ~~ food,TD
1432551:1,The portions are large and the servers always surprise us with a different starter .,portions,TD
1432551:2,The wine list is excellent .,wine list,TD
1439875:0,The food is amazing . . . especially if you get the Chef ' s tasting menu and your favourite bottle ( or two ! ) of wine from an extensive selection of wines .,food ~~ selection of wines,TD
1439875:1,"The place is small and intimate and you may feel a little crowded , but the service is excellent and it ' s great for friends out , a romantic date , or a special occassion .",service ~~ place ~~ place,TD
1439875:3,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don ' t like .,NULL ~~ prixe fixe tasting menu ~~ prixe fixe tasting menu ~~ food,TD
1439875:5,Please be aware that it ' s CASH or AMEX only !,NULL,TD
1448587:0,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering , the food here was decent , not great .",lemon salad ~~ food,TD
1448587:1,The menu is very limited - i think we counted 4 or 5 entrees .,menu,TD
1448587:2,"We ordered the special , grilled branzino , that was so infused with bone , it was difficult to eat .",grilled branzino,TD
1448587:3,"The decor in this place is very diner - ish and the kind of place you expect in the East Village - not romantic , just simple , small and sparse .",decor,TD
1448587:4,Problem is nothing at Prune is particularly memorable .,Prune,TD
1448587:5,No plans to return anytime soon .,NULL,TD
1451107:0,This place is so much fun .,place,TD
1451107:1,Our family never expected such incredible entertainment in a restaurant .,entertainment,TD
1451107:4,Our food was great too !,food,TD
1451107:5,And really large portions .,portions,TD
1451107:6,The staff was the friendliest that have seen in New York .,staff,TD
1451107:7,We will go back every time we are in the City .,NULL,TD
1451109:0,If you want something really different than try Jekyll and Hyde .,Jekyll and Hyde,TD
1451109:1,It is a lot of fun with live entertainment and all kinds of Disney type special effects .,NULL,TD
1451109:2,The food was pretty tradional but it was hot and good with large portions .,food ~~ portions,TD
1451109:3,I highly recommend it .,NULL,TD
1457607:0,The place is a lot of fun .,place,TD
1457607:1,My six year old loved it .,NULL,TD
1457607:2,The characters really make for an enjoyable experience .,characters,TD
1457607:3,"The food however , is what one might expect .",food,TD
1457607:4,It is very overpriced and not very tasty .,NULL ~~ NULL,TD
1457607:5,"However , I think Jeckll and Hydes t is one of those places that is fun to do once .",Jeckll and Hydes,TD
1457607:6,We had a good time .,NULL,TD
1459569:0,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them .,NULL,TD
1459569:1,Service was slow had to wait to order and get food although not crowded .,Service,TD
1459569:2,Drinks way over priced .,Drinks,TD
1459569:3,Food was good not great not worth the wait or another visit,NULL ~~ Food,TD
1460715:0,Great pizza for lunch place .,pizza,TD
1460715:1,Service was quick .,Service,TD
1460715:2,The pizza was great .,pizza,TD
1460715:3,And it was quick which is very important .,NULL,TD
1460715:5,It was wonderful .,NULL,TD
1470286:0,"Whenever you need a Sushi fix , Mizu will be there with quality fish and great service .",service ~~ fish,TD
1470286:1,Delivery is fast too .,Delivery,TD
1470286:2,"Great friendly service , Fast seating , Fast Delivery , Excellent sushi .",service ~~ seating ~~ Delivery ~~ sushi,TD
1470286:3,A little overpriced but worth it once you take a bite .,NULL ~~ NULL,TD
1470334:1,Ess - A - Bagel ( either by Sty - town or midtown ) is by far the best bagel in NY .,bagel,TD
1470334:2,"The bagels always warm , soft on the inside , crispy on the outside and enormous in size .",bagels ~~ bagels,TD
1470334:3,They have a huge selection of different cream cheeses and all of their salads are great .,salads ~~ cream cheeses,TD
1470334:4,The lox is always fresh too .,lox,TD
1470334:5,Highly recommended to all !,NULL,TD
1471273:2,Not impressed with the food .,food,TD
1471273:3,Prices too high for this cramped and unappealing resturant .,resturant ~~ resturant,TD
1471273:4,Zero ambiance to boot .,ambiance,TD
1476493:0,I thought this place was totally overrated .,place,TD
1476493:1,Everything we had was good or ok . . . . but definitely nothing great .,NULL,TD
1476493:2,"The ambience was nice , but service wasn ' t so great .",service ~~ ambience,TD
1476493:3,"When you add it all together , it just doesn ' t seem worth it to me . . . especially considering the prices .",NULL ~~ NULL,TD
1477631:0,This is the BEST Shabu - Shabu Restaurant in the Try - State Area .,Shabu - Shabu Restaurant,TD
1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan .,food ~~ feel,TD
1477631:2,Thius is a must for anyone who loves Shabu - Shabu .,Shabu - Shabu,TD
1486041:0,"The atmosphere is nothing special , but it feels like a Sushi establishment in Tokyo .",atmosphere,TD
1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance .,ambiance ~~ owner ~~ staff,TD
1486041:2,"Despite a slightly limited menu , everything prepared is done to perfection , ultra fresh and a work of food art .",NULL ~~ NULL ~~ menu,TD
1486041:3,I must give it Yon out of Yon stars !,NULL,TD
1486041:4,Taxan delicious !,Taxan,TD
1490757:1,We weren ' t !,NULL,TD
1490757:2,The prices were CHEAP compared to the quality of service and food .,service ~~ food ~~ NULL,TD
1490757:3,"We liked it so much , that we will always make it a point to dine here when we visit New York .",NULL,TD
1496205:1,The location and ambience is Ok but the food is what makes up for it .,food ~~ ambience ~~ location,TD
1496205:2,There is a lot of variety even for people who eat vegetarian like me .,NULL,TD
1496205:3,Try green curry with vegetables .,green curry with vegetables,TD
1496205:4,"The quantity is also very good , you will come out satisfied .",quantity,TD
1496205:5,"The service is ok , some of the people didn ' t get what they asked for .",service,TD
1496707:0,I was there on sat . for my birthday and we had an excellent time .,NULL,TD
1496707:1,I had the best ravioli ever .,ravioli,TD
1496707:2,The wine the service was very good too .,service ~~ wine,TD
1496707:3,Moderate prices .,NULL,TD
1496707:4,A little noise but I think that was because of our party !,NULL,TD
1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list .,trattoria ~~ trattoria,TD
1500453:2,"The food is delicious - from the specials to the regular menu - fare , the dishes are never a disappointment .",food ~~ specials ~~ regular menu - fare ~~ dishes,TD
1500453:3,"Whether it ' s the parmesean porcini souffle or the lamb glazed with balsamic vinegar , you will surely be transported to Northern Italy with one bite .",parmesean porcini souffle ~~ lamb glazed with balsamic vinegar,TD
1500453:4,"Although the tables may be closely situated , the candle - light , food - quality and service overcompensate .",service ~~ NULL ~~ candle - light ~~ tables,TD
1500453:5,A guaranteeed delight !,NULL,TD
1506491:0,"I have known about this secret for the last 13 years , Emilio ( the Godfather ) has continued to serve food and wine for the gods at mortal prices .",food ~~ wine ~~ food ~~ wine,TD
1506491:1,"If you go , try the marinara / arrabiatta sauce , the mozzarella en Carozza is mmmmmmmm . . . . . everything is just delicious .",mozzarella en Carozza,TD
1506491:2,Check out the secret back room .,back room,TD
1506491:4,I pray it stays open forever .,NULL,TD
1506491:5,Thank You Emilio .,Emilio,TD
1538149:0,"I found the food , service and value exceptional everytime I have been there .",service ~~ food ~~ NULL,TD
1538149:1,The food was authentic .,food,TD
1538149:2,I felt as though I were eating in Paris .,NULL,TD
1538149:3,The service was excellent - friendly and attentive .,service,TD
1538149:4,The prices are wonderfully low .,NULL,TD
1538149:5,Very good wine choices .,wine choices,TD
1543345:1,Who has room for Cheesesticks with the best pizza in NYC !,pizza,TD
1543345:2,Get the pepperoni - YUM - and a family style salad .,pepperoni ~~ family style salad,TD
1543345:3,Great staff .,staff,TD
1543345:4,Always great service !,service,TD
1543345:5,I go twice a month !,NULL,TD
1543345:6,Fantastic !,NULL,TD
1561259:0,"The food is good , I can ' t lie .",food,TD
1561259:1,But the staff was so horrible to us .,staff,TD
1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out .,hostess ~~ waitress,TD
1561259:3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order .,waitress,TD
1561259:4,"This place is pricey , and yes , the food is worth it ; but the service makes you feel like you should be paying a quater of the price .",service ~~ food ~~ place,TD
1561259:5,Save yourself the time and trouble and skip this one !,NULL,TD
1572027:1,Amma is nothing special .,Amma,TD
1572027:3,I ate here a week ago and found most dishes average at best and too expensive .,dishes ~~ dishes,TD
1572027:4,Will not be back .,NULL,TD
1572033:0,"Don ' t dine at Tamarind for the vegetarian dishes , they are simply not up to par with the non - veg selections .",non - veg selections ~~ vegetarian dishes,TD
1572033:1,Decor is nice though service can be spotty .,service ~~ Decor,TD
1572033:2,This place is always packed .,place,TD
1572033:4,"Most importantly , food is excellent .",food,TD
1572033:5,Try the sea bass .,sea bass,TD
1572033:6,Highly recommended .,NULL,TD
1573534:0,First of all Dal Bukhara Rocks .,Dal Bukhara,TD
1573534:3,I am happy i did the food was awsome .,food,TD
1573534:4,JUST AWSOME .,NULL,TD
1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs .,Dal Bukhara ~~ kababs,TD
1573534:7,but overall i give it a 10,NULL,TD
1573534:8,10,NULL,TD
1577714:1,Haru on Park S is simply disgusting .,Haru on Park S,TD
1577714:2,The fish was not fresh and the rice tasted old and stale .,fish ~~ rice,TD
1577714:3,"Quite frankly , this is some of the worst sushi I have ever tried .",sushi,TD
1577714:4,Will never be back .,NULL,TD
1586174:0,honestly the worst sushi my husband and i had in our entire lives .,sushi,TD
1586174:2,not sure why this restaurant would be rated that highly .,restaurant,TD
1586174:3,the all - u - can - eat sushi is definitely in very poor quality .,all - u - can - eat sushi,TD
1586174:4,"limited menu , no - so - fresh ingredients , thinly - sliced fish , fall - apart rice .",ingredients ~~ menu ~~ fish ~~ rice,TD
1586174:5,"the only things u could really taste are the very salty soy sauce ( even its low sodium ) , the vinegar - soaked rice , and the scallion on top of the fish .",soy sauce ~~ rice,TD
1586174:6,the waitstaffs are nice though .,waitstaffs,TD
1586174:7,wont come back again for sure !,NULL,TD
1603698:0,I have been to Roth ' s twice and both times were very disappointing .,NULL,TD
1603698:2,"Both times I was extremely dissappointed by the service , which was boarderline rude .",service,TD
1603698:3,They wouldnt even let me finish my glass of wine before offering another .,NULL,TD
1603698:4,Much of the time it seems like they do not care about you .,NULL,TD
1603698:5,"The dinner was ok , nothing I would have again .",dinner,TD
1603698:6,"I had their eggs benedict for brunch , which were the worst in my entire life , I tried removing the hollondaise sauce completely that was how failed it was .",eggs benedict,TD
1606837:0,This was a great surprise .,NULL,TD
1606837:1,With the theater 2 blocks away we had a delicious meal in a beautiful room .,meal ~~ room ~~ NULL,TD
1606837:2,The service was attentive .,service,TD
1606837:3,I look forward to eating here again,NULL,TD
1609375:0,Planet Thai is great !,Planet Thai,TD
1609375:1,"We love the food , drinks , and atmosphere !",food ~~ atmosphere ~~ drinks,TD
1609375:2,"The svc can be a bit rude at times , esp if you have big group , but overall the restaurant is a must !",restaurant ~~ svc,TD
1609375:3,"Try the Pad Thai , it ' s fabulous and their prices are so cheap !",Pad Thai ~~ NULL,TD
1609375:4,"Just because it ' s cheap does NOT mean the portions are small or the food is nasty , IT IS GREAT !",food ~~ portions ~~ NULL,TD
1611489:0,"They forgot a sandwich , didn ' t include plastic forks , and didn ' t include pita with the hummus platter .",NULL,TD
1611489:1,"Also , the sandwiches ( nearing $ 7 ) didn ' t come with anything like chips or a side .",sandwiches ~~ sandwiches,TD
1611489:2,"Overall , not worth the money .",NULL ~~ NULL,TD
1611489:3,"Eating in , the atmosphere saves it , but at your desk , it ' s a very disappointing experience .",NULL ~~ atmosphere,TD
1615322:1,Chennai Garden is my favorite Indian restaurant in the city .,Chennai Garden,TD
1615322:2,They have authentic Indian at amazin prices .,Indian ~~ Indian,TD
1615322:3,This restaurant is VEGETARIAN ; there are NO MEAT dishes whatsoever .,MEAT dishes,TD
1615322:4,The seats are uncomfortable if you are sitting against the wall on wooden benches .,seats,TD
1615322:5,It ' s a rather cramped and busy restaurant and it closes early .,restaurant ~~ restaurant,TD
1623276:0,Patroon features a nice cigar bar and has great staff .,staff ~~ cigar bar,TD
1623276:1,The food is tasty and portion sizes are appropriate .,food ~~ portion sizes,TD
1623276:2,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates .,restaurant,TD
1623276:3,Not a great place for family or general dining .,place,TD
1626564:0,LLOOVVE THIS PLACE .,PLACE,TD
1626564:1,Food is excellent .,Food,TD
1626564:2,Fish is so very fresh .,Fish,TD
1626564:3,Waitstaff are very friendly .,Waitstaff,TD
1626564:4,Love YUKA .,YUKA,TD
1632445:0,Mermaid Inn is an overall good restaurant with really good seafood .,Mermaid Inn ~~ seafood,TD
1632445:1,The menu is limited but almost all of the dishes are excellent .,dishes ~~ menu,TD
1632445:2,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great .,lobster sandwich ~~ spaghetti with Scallops and Shrimp,TD
1632445:3,The service is good and ambience is good for a date or group outing .,service ~~ ambience,TD
1632445:4,The only fallback on this restaurant is the prices .,restaurant,TD
1632445:5,"Even though its good seafood , the prices are too high .",seafood ~~ NULL,TD
1632445:6,The lobster sandwich is $ 24 and although it was good it was not nearly enough to warrant that price .,lobster sandwich ~~ lobster sandwich,TD
1632929:2,We were very pleasantly surprised .,NULL,TD
1632929:3,"The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top - notch .",service ~~ food ~~ halibut special ~~ steak,TD
1632929:4,"When my dessert came , there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift , and said he knew it was a special occassion of some sort .",waiter,TD
1632929:5,Truly the mark of an attentive waiter .,waiter,TD
1632929:6,I highly recommend the restaurant based on our experience last night .,restaurant,TD
1642666:0,We ate at this Thai place following the reviews but very unhappy with the foods .,foods,TD
1642666:1,We thought that this place is using too much of MSG cooking in the foods .,foods,TD
1642666:3,"They don ' t concern much of customer ' s health , just want to make money .",NULL,TD
1642666:4,please don ' t fool us .,NULL,TD
1649025:1,"I recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .",jelly fish ~~ drunken chicken ~~ soupy dumplings ~~ stir fry blue crab,TD
1649025:2,The food is so cheap and the waiters are nice .,waiters ~~ food,TD
1649025:3,"Of course , it is crowded but who cares .",NULL,TD
1649025:4,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York .,NULL,TD
1655504:0,Have frequented ' ino for several years and the food remains excellent .,food,TD
1655504:1,Cheese plate is a varied delight and great bargain at $ 10 .,Cheese plate ~~ Cheese plate ~~ Cheese plate,TD
1655504:2,"The large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .",bruschettas ~~ paninis ~~ tramezzinis,TD
1655504:3,"( The asparagus , truffle oil , parmesan bruschetta is a winner ! )",NULL,TD
1655504:4,Wine list is extensive without being over - priced .,Wine list ~~ Wine list,TD
1655504:5,"Be sure to try the seasonal , and always delicious , specials .",specials,TD
1655504:6,Definitely a neighborhood favorite .,NULL,TD
1655521:0,I loved this place ! !,place,TD
1655521:1,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded .,atmosphere,TD
1655521:2,"The food was very good , a great deal , and the place its self was great .",food ~~ place ~~ food,TD
1655521:3,"The wait staff is very freindly , they make it feel like you ' re eating in a freindly little european town .",wait staff,TD
1660047:0,"I like Cafe Noir dont get me wrong , it is jsut that the people who work there are evil and incompetent ! !",Cafe Noir ~~ people,TD
1660047:1,"The service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .",service,TD
1660047:2,"The waitress , seems to be more concerned of looking good than actually waitressing .",waitress,TD
1660047:3,"After dinner the manager grabbed my boyfriend , asked him : Where are you from . . . maybe you dont know how things work in America . . . and in the end stormed away almost teareyed yelling that tips are the only thing they survive on .",manager,TD
1660047:4,"We did tip , I guess the model / waitress just wanted more and complained to the manager .",NULL,TD
1660047:5,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff , because despite the current one this is a great place .",Cafe Noir ~~ staff,TD
1661043:0,Pizza here is consistently good .,Pizza,TD
1661043:1,Salads are a delicious way to begin the meal .,Salads,TD
1661043:2,You should pass on the calamari .,calamari,TD
1661043:3,It is thick and slightly soggy .,NULL,TD
1661043:4,Decor is charming .,Decor,TD
1661043:5,Service is average .,Service,TD
1661757:0,What a great place .,place,TD
1661757:2,"The ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .",food ~~ NULL ~~ ambience,TD
1661757:3,"I wasn ' t thrilled to have to wait on line for thirty minutes , but I guess that ' s the price you pay for a popular place .",NULL,TD
1661757:4,I would definitely recommend SEA if you like thai cuisine !,thai cuisine,TD
1662726:0,I was here a few weeks back and we had the worst customer service experience at a restaurant ever .,customer service,TD
1662726:1,"A gentleman , maybe the manager , came to our table , and without so much as a smile or greeting asked for our order .",gentleman,TD
1662726:2,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants , he replied this is not Mcdonald ' s , every place makes things differently",NULL,TD
1662726:3,"While it is understandable that every place is indeed different , there was not a need to be uncourteous to customers and downright rude .",NULL,TD
1662726:5,Never again !,NULL,TD
1663111:0,I absolutely Loved this place .,place,TD
1663111:2,"Excellent atmosphere , delicious dishes good and friendly service .",service ~~ dishes ~~ atmosphere,TD
1663111:3,this is can became on e of the NY Italian Food fare institutions .,NULL,TD
1663111:4,I think that it is absolutely brilliant and well runned business operation .,NULL,TD
1663111:5,The wine list is also really nice .,wine list,TD
1664346:1,"Everything was wonderful ; food , drinks , staff , mileau .",NULL ~~ staff ~~ food ~~ mileau ~~ drinks,TD
1664346:2,I would highly recommend this place !,place,TD
1671113:0,I have been to Casimir over 5 times and I have always had a great time there .,Casimir,TD
1671113:1,The food is great and reasonably priced .,food ~~ food,TD
1671113:2,"I have tried to make reservations , but both times , the hostess didn ' t have my name .",hostess,TD
1671113:3,"If the weather is nice , try to snag an outside table .",outside table,TD
1671113:4,"The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .",staff ~~ unisex bathroom,TD
1700205:0,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent .,NULL,TD
1700205:1,"From the spectacular caviar to the hospitable waitstaff , I felt like royalty and enjoyed every second of it .",waitstaff ~~ caviar,TD
1700205:2,"Considering we were the last patrons there and it was after the closing time , the waitstaff did not rush us at all and made us feel comfortable and relaxed .",waitstaff,TD
1700205:3,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service .,service ~~ caviar,TD
1702257:0,Nice Family owned traditional restaurant .,restaurant,TD
1702257:1,Fresh ingredients and everything is made to order .,ingredients,TD
1702257:2,I was pleasantly surprised to find this gem in Hoboken .,NULL,TD
1702257:3,Friendly staff that actually lets you enjoy your meal and the company you ' re with .,staff,TD
1706644:1,"I found the food to be outstanding , particulary the salmon dish I had .",food ~~ salmon dish,TD
1706644:2,"I also ordered the Change Mojito , which was out of this world .",Change Mojito,TD
1706644:3,"My friends settled for rice dishes , but we came back the following day to try the dim sum , which was good . . . not outstanding , but good .",dim sum,TD
1706644:4,"We ate out in the back patio , which is worth it as it ' s cool and the music is hear well there .",back patio ~~ music,TD
1706644:5,"Overall , excellent restaurant !",restaurant,TD
1707201:1,The food was good .,food,TD
1707201:2,The place was nice and calm .,place,TD
1707201:3,but the service was a bit slow .,service,TD
1707741:1,The buffet had a nice selection .,buffet,TD
1707741:2,The food was average or above including some surprising tasty dishes .,food ~~ dishes,TD
1707741:3,Service was also very good .,Service,TD
1707741:4,I would go back .,NULL,TD
1710746:0,I got an excellent piece of cheesecake and we had several other nice pastries .,cheesecake ~~ pastries,TD
1710746:1,"I would recommend Roxy ' s for that , but not for their food .",NULL ~~ food,TD
1710746:2,My son and his girlfriend both wanted cheeseburgers and they were huge !,cheeseburgers,TD
1710746:3,"But , they were too big for the bun .",NULL,TD
1710746:4,"Consequently , their burgers fell apart in their hands and made such a mess that they did ' nt feel like finishing them .",burgers,TD
1710746:5,Also they were $ 15 each !,NULL,TD
1710746:6,I had a huge pastrami sandwich on a roll .,pastrami sandwich on a roll,TD
1710746:7,It was $ 14 not really bad for a pound of Pastrami - but it didn ' t have much taste - I ' ve had better for less elsewhere !,NULL ~~ NULL,TD
1713185:0,"This place is really trendi but they have forgotten about the most important part of a restaurant , the food .",food ~~ place,TD
1713185:1,"The last two times I ordered from here my food was soo spicy that I could barely eat it , and the spice took away from the flavor of the dish .",food ~~ spice,TD
1713185:2,And the Tom Kha soup was pathetic .,Tom Kha soup,TD
1713185:3,If you want good authentic Thai this place is not the place to go .,Thai,TD
1718513:0,"We went here for lunch a couple of weeks ago on a Saturday , and I was thoroughly impressed with the food .",food,TD
1718513:1,"The pesto pizza was excellent , thin - crust pizza with a nice amount of spicy Italian cheese that I ' d never heard of before .",pesto pizza ~~ spicy Italian cheese,TD
1718513:2,"Conveniently located too , being right on Bedford ave .",NULL,TD
1718513:3,"THe back garden sitting area is very pleasant , where you can see their personal herb garden .",back garden sitting area,TD
1718513:4,I will definetly be going back .,NULL,TD
1719567:0,We had the lobster sandwich and it was FANTASTIC .,lobster sandwich,TD
1719567:1,"My husband said he could ' ve eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .",french fries ~~ portion ~~ NULL,TD
1719567:2,We had the scallops as an appetizer and they were delicious and the sauce was wonderful .,scallops ~~ sauce,TD
1719567:4,We waited at the bar and had martinis that were just right .,martinis,TD
1719567:5,We will be back .,NULL,TD
1723402:0,love the food .,food,TD
1723402:1,it ' s the only place you can get yummy authentic japanese comfort food .,japanese comfort food,TD
1723402:3,and you can ' t beat the prices .,NULL,TD
1723402:4,highly recommended .,NULL,TD
1723658:0,I ' ve lived in NY for 5 years and this place has it all .,place,TD
1723658:1,"Great food , good size menu , great service and an unpretensious setting .",service ~~ food ~~ menu ~~ setting,TD
1723658:2,"The dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest I ' ve ever had ) .",dishes ~~ lamb sausages ~~ sardines with biscuits ~~ large whole shrimp ~~ pistachio ice cream,TD
1723658:3,I ' m glad I was introduced to this place and this is a rare gem in NY .,place,TD
1726001:1,"The freshest , best variety , and the fastest delivery .",delivery ~~ NULL ~~ NULL,TD
1726001:2,Also very inexpensive .,NULL,TD
1726001:3,A great choice at any cost and a great deal .,NULL ~~ NULL,TD
1726427:0,The service was excellent and the food was delicious .,service ~~ food,TD
1726427:1,"We are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",crab dumplings ~~ assorted sashimi ~~ sushi ~~ rolls ~~ banana tempura ~~ two types of sake,TD
1726427:3,Definitely a great spot for a nice occasion or date .,spot,TD
1726473:0,"Average to good Thai food , but terrible delivery .",delivery ~~ Thai food,TD
1726473:1,I ' ve waited over one hour for food .,NULL,TD
1726473:2,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice .,NULL,TD
1726473:3,A Thai restaurant out of rice during dinner ?,Thai restaurant,TD
1726473:4,"The food arrived 20 minutes after I called , cold and soggy .",NULL ~~ food,TD
1727363:1,This is a wonderful place on all stand points especially value ofr money .,place ~~ place,TD
1727363:2,An excellent service,service,TD
1728733:1,We were greeted promptly by the waiter who was very nice and cordial .,waiter,TD
